"Id","TSN","PSN","PET","NPP","RE","CVE","SR"
1,542.654479980469,70.1681976318359,1217.52502441406,936.295959472656,1032.48,71.73,0
2,533.157165527344,71.7995681762695,1194.80139160156,1000.90618896484,1333.93,66.74,0
3,380.135101318359,87.4000854492188,1179.64013671875,1162.03698730469,1243.09,18.04,0
4,581.678833007812,73.0484924316406,1160.49890136719,767.029113769531,609.16,60.47,0
5,592.864868164062,70.2394485473633,1162.09973144531,801.618103027344,631.32,57.63,0
6,607.198181152344,68.2970809936523,1162.44311523438,749.166381835938,790.74,66.13,0
7,611.765502929688,68.6843795776367,1173.84606933594,751.7578125,851.23,71.24,0
8,603.523986816406,67.9522094726562,1182.98583984375,708.443481445312,876.65,84.24,0
9,586.712707519531,66.9563140869141,1189.90832519531,828.839660644531,926.25,71.96,0
10,565.868957519531,68.4775695800781,1186.48645019531,933.109375,1106.99,65.74,0
11,553.8242188,70.7565307617188,1171.65283203125,984.270751953125,1395.74,62.22,0
12,555.792236328125,71.0226516723633,1149.29016113281,1028.58178710938,1432.41,64.56,0
13,563.863342285156,70.0079727172852,1149.16589355469,982.233459472656,890.35,87.49,0
14,389.807586669922,87.6492462158203,1176.0263671875,1133.21545410156,1611.2,20.16,0
15,388.0791016,86.7033767700195,1138.68408203125,1094.15417480469,1908.26,23.65,0
16,387.80712890625,85.7293395996094,1117.6806640625,1030.68725585938,1690.26,19.05,0
17,592.904724121094,72.5343627929688,1148.5107421875,852.369934082031,776.44,58.72,0
18,604.19091796875,68.9999618530273,1141.47888183594,837.724426269531,1496.5,83.58,0
19,616.9550781,66.6798629760742,1153.361328,752.500854492188,1408.28,102.04,0
20,623.261047363281,66.9040069580078,1165.85266113281,731.779479980469,1036.77,63.32,0
21,615.84033203125,66.7377548217773,1171.7333984375,737.439514160156,986.58,83.8,0
22,605.377502441406,65.9780044555664,1171.23986816406,853.111083984375,1128.46,104.29,0
23,596.877685546875,66.9205474853516,1172.92065429688,929.266906738281,1136.9,92.32,0
24,590.855834960938,68.5310821533203,1162.19470214844,1064.66247558594,734.05,67.43,0
