"Id","TSN","PSN","PET","NPP","RE","CVE","SR"
1,573.294799804688,68.9340133666992,1213.83410644531,919.249938964844,1530.41,84.16,0
2,568.1679688,69.1882705688477,1206.95922851562,969.253845214844,1349.65,73.74,0
3,390.967163085938,86.9745178222656,1167.90307617188,1109.52111816406,2094.17,21.52,0
4,599.840087890625,71.233039855957,1146.08190917969,830.076538085938,1498.43,69.89,0
5,606.999084472656,69.7631988525391,1158.60864257812,820.017211914062,1507.23,70.43,0
6,610.261901855469,68.7612915039062,1168.58703613281,779.424133300781,1521.58,74.46,0
7,612.825439453125,67.0815353393555,1176.93933105469,746.951721191406,1532.81,85.1,0
8,606.19384765625,66.9335784912109,1184.69274902344,800.421264648438,1134.7,84.32,0
9,594.324584960938,67.9778518676758,1187.71154785156,869.5332031,1531.41,87.1,0
10,587.031433105469,68.3047561645508,1184.54040527344,926.883178710938,1532.97,87.23,0
11,581.215393066406,68.4169006347656,1180.82775878906,965.079833984375,1535.04,83.6,0
12,577.435302734375,68.6516265869141,1169.29089355469,1012.83605957031,1537.16,79.96,0
13,579.180603027344,68.4880065917969,1154.86938476562,1023.74029541016,1537.16,84.14,0
14,396.031768798828,86.0614013671875,1145.99035644531,1060.63818359375,2603.19,25.19,0
15,399.043151855469,85.7528457641602,1135.09985351562,1023.23883056641,2821.97,28.38,0
16,401.645538330078,85.904411315918,1120.97827148438,999.477294921875,2572.18,26.75,0
17,603.704467773438,72.0160903930664,1133.85290527344,862.136535644531,1498.43,65.6,0
18,614.0761719,69.966194152832,1142.3447265625,827.872985839844,1507.23,69.06,0
19,620.015502929688,68.6151733398438,1150.44543457031,783.258972167969,1434.43,75.37,0
20,623.456420898438,67.0470962524414,1154.54553222656,767.704345703125,1694.89,85.26,0
21,621.015197753906,66.6107788085938,1158.72729492188,810.36279296875,1694.89,89.84,0
22,612.091735839844,67.2094192504883,1158.4375,875.283569335938,1697.09,88.45,0
