Id,TSN,PSN,PAQ,PET,NPP,RE,CVE,X,Y
671,760.4959717,60.2784004,540.9169922,861.1870117,97,1705,34.47,333232,3300454
672,764.96698,60.289299,577.3549805,799.7399902,108,1354,19.43,383232,3300454
673,777.4689941,61.2874985,609.2399902,884.3980103,96,1363,24.87,433232,3300454
674,775.0469971,60.3995018,606.7600098,817.1069946,81,1770,29.37,483232,3300454
675,777.9869995,59.862999,595.9260254,822.4249878,120,2005,30,533232,3300454
676,787.5720215,59.3969002,574.5540161,922.1710205,74,1507,36.27,583232,3300454
677,823.9749756,59.4333,520.3800049,997.2869873,55,1061,68.57,633232,3300454
678,853.8510132,54.5295982,458.802002,1003.619995,104,151,47.62,683232,3300454
679,869.0759888,50.5647011,422.5620117,996.3270264,129,26,11.01,733232,3300454
680,880.5200195,50.5499001,424.5289917,994.8040161,139,15,7.33,783232,3300454
681,891.0360107,52.3652,453.0249939,1002.179993,170,20,14.73,833232,3300454
682,884.0139771,54.1603012,483.2399902,1014.01001,200,77,25.07,883232,3300454
683,886.8369751,55.6528015,514.8590088,1046.819946,269,293,74.75,933232,3300454
684,889.5579834,55.9468994,534.5869751,1064.920044,306,724,118.05,983232,3300454
685,897.0430298,54.5354004,526.7269897,1087.930054,262,518,134.55,1033232,3300454
686,906.1090088,51.5158005,496.3800049,1090.689941,249,1143,178.09,1083232,3300454
687,899.4829712,51.6916008,511.3970032,1099.609985,312,281,122.83,1133232,3300454
688,875.1400146,54.8012009,565.0499878,1072.25,368,698,103.31,1183232,3300454
689,854.6719971,56.0744019,603.2810059,1007.150024,374,1531,70.77,1233232,3300454
690,848.4959717,55.5959015,605.2979736,976.9639893,422,1391,54.19,1283232,3300454
691,846.3519897,52.7383995,561.6859741,950.5020142,448,1637,71.64,1333232,3300454
692,837.8569946,49.9352989,559.3309937,932.7559814,616,1631,54.89,1383232,3300454
693,849.9869995,47.2756996,513.901001,979.072998,728,843,61.18,1433232,3300454
694,712.6469727,56.9996986,43.1735992,426.82901,459,1447,6.37,-2066768,3350454
695,712.690979,55.2010994,33.892601,229.8789978,353,1315,5.43,-2016768,3350454
696,708.9069824,53.5826988,29.4876003,297.9159851,458,1362,5.01,-1966768,3350454
697,707.1760254,50.9706001,29.0165005,394.3909912,455,1233,5.24,-1916768,3350454
698,710.598999,47.0716019,35.5536995,368.7640076,399,1376,6.07,-1866768,3350454
699,702.6279907,47.3037987,52.4958992,444.381012,403,1700,5.83,-1816768,3350454
700,719.6220093,57.7416992,72.9669037,408.9360046,463,1273,4.3,-1766768,3350454
701,719.9110107,76.6788025,102.9919968,442.8150024,481,1502,5.1,-1716768,3350454
702,726.197998,108.3119965,173.6940002,424.2340088,518,1154,4.01,-1666768,3350454
703,729.8359985,117.8440018,207.826004,389.9530029,563,1230,4.76,-1616768,3350454
704,737.9730225,123.0899963,229.0079956,305.3739929,725,1208,4.13,-1566768,3350454
705,744.2059937,125.4509964,239.4380035,456.4970093,723,986,3.59,-1516768,3350454
706,746.4829712,124.9189987,252.5370026,463.8410034,710,1577,7.55,-1466768,3350454
707,730.4450073,122.1790009,265,374.2720032,699,2609,9.35,-1416768,3350454
708,700.447998,119.6119995,279.0580139,457.1489868,647,1641,7.56,-1366768,3350454
709,708.6690063,114.8290024,283.2890015,370.3819885,594,1712,6.2,-1316768,3350454
710,719.0109863,107.6600037,293.3970032,307.802002,484,1245,5.25,-1266768,3350454
711,713.4349976,96.7460022,342.3800049,321.7919922,435,1497,4.53,-1216768,3350454
712,716.5150146,92.8248978,365.0580139,259.8970032,455,2142,6.68,-1166768,3350454
713,707.6290283,91.1725006,370.7850037,230.8509979,406,3303,10.81,-1116768,3350454
714,684.2819824,89.6452026,370.5620117,217.3540039,392,3693,15.32,-1066768,3350454
715,672.0059814,89.1453018,378.644989,221.2050018,244,3843,16.63,-1016768,3350454
716,686.8829956,88.1439972,377.4549866,274.3540039,360,2920,8.8,-966768,3350454
717,698.2999878,93.7219009,360.4960022,418.3150024,516,2090,8.42,-916768,3350454
718,684.6950073,93.0942001,357.9590149,485.7690125,599,2272,10.51,-866768,3350454
719,702.6519775,91.8868027,353.197998,412.1149902,548,2511,9.73,-816768,3350454
720,676.632019,92.047699,345.2810059,415.0150146,434,2360,11,-766768,3350454
721,642.7849731,92.4712982,336.1740112,562.3939819,479,2292,10.15,-716768,3350454
722,633.0599976,93.1095963,337.8930054,517.7020264,552,1409,5.65,-666768,3350454
723,638.3870239,93.8388977,350.0079956,462.881012,583,2439,12.35,-616768,3350454
724,661.4400024,94.6747971,366.5369873,330.7850037,608,2514,8.9,-566768,3350454
725,661.0599976,97.3638,378.0409851,420.3330078,26,2008,5.68,-516768,3350454
726,637.2050171,99.5926971,382.5700073,510.5140076,25,2062,11.45,-466768,3350454
727,635.1030273,98.6660995,395.9920044,529.4500122,33,1958,10.66,-416768,3350454
728,642.3270264,96.8106995,389.3389893,487.4549866,38,2028,9.6,-366768,3350454
729,637.7080078,93.375,386.3469849,486.0180054,51,3370,18.81,-316768,3350454
730,632.6660156,89.9577026,374.9590149,523.4990234,54,3604,17.91,-266768,3350454
731,627.4970093,81.0213013,414.0409851,620.4140015,56,4100,29.84,-216768,3350454
732,694.5250244,89.4779968,595.098999,713.5089722,74,2330,52.27,-166768,3350454
733,716.5440063,96.9353027,570.4379883,831.5390015,74,172,7.54,-116768,3350454
734,722.7089844,96.8936996,552.197998,796.4979858,78,618,18.26,-66768,3350454
735,735.8770142,94.5543976,559.6359863,810.4689941,66,223,7.59,-16768,3350454
736,743.8469849,90.1166992,559.6199951,830.6469727,82,267,9.68,33232,3350454
737,750.9899902,84.4578018,553.197998,848.0380249,90,254,13.73,83232,3350454
738,758.440979,78.6213989,545.6199951,864.2449951,98,506,19.42,133232,3350454
739,761.7709961,73.2984009,535.9749756,878.5170288,70,859,42.69,183232,3350454
740,766.6279907,68.3979034,525.2399902,890.184021,129,748,30.65,233232,3350454
741,774.2459717,63.6124992,518.0079956,907.3040161,130,1020,27.77,283232,3350454
742,778.5750122,62.9990005,530.2730103,921.7030029,146,1425,44.61,333232,3350454
743,779.8359985,62.9580994,555.4459839,897.9650269,149,1598,40.05,383232,3350454
744,776.6829834,62.2554016,574.8930054,846.0460205,129,1779,27.49,433232,3350454
745,782.8259888,61.8675995,580.96698,858.7540283,84,1313,29.68,483232,3350454
746,785.117981,61.8328018,574.3640137,870.1300049,111,1723,31.63,533232,3350454
747,798.7890015,62.4360008,554.5289917,942.9869995,159,2040,51.85,583232,3350454
748,829.1879883,64.7446976,514.8590088,1012.48999,225,929,71.57,633232,3350454
749,856.1329956,60.0890007,465.2890015,1005.289978,197,292,53.64,683232,3350454
750,873.7039795,55.0038986,422.2640076,996.4979858,182,93,35.7,733232,3350454
751,886.2630005,53.5073013,434.9419861,992.9810181,199,88,18.63,783232,3350454
752,894.0650024,53.7168007,449.2229919,995.8959961,249,40,15.05,833232,3350454
753,898.7630005,54.796299,477.0910034,1007.969971,247,157,39.47,883232,3350454
754,898.9329834,55.3676987,504.5289917,1030.660034,291,185,56.24,933232,3350454
755,900.8209839,56.0764008,537.6530151,1050.699951,381,285,91.3,983232,3350454
756,897.7310181,56.4436989,564.7849731,1054.800049,327,813,93.39,1033232,3350454
757,884.75,55.3250008,595.5120239,1026.280029,297,948,62.69,1083232,3350454
758,892.7719727,53.3905983,571.3389893,1047.349976,300,812,123.05,1133232,3350454
759,886.9169922,54.1193008,577.3389893,1059.76001,367,506,153.37,1183232,3350454
760,873.9140015,55.0709,593.03302,1041.859985,316,891,114.84,1233232,3350454
761,852.8619995,52.5346985,584.6279907,1012.890015,487,1205,76.51,1283232,3350454
762,851.7490234,50.9221001,561.2479858,1005.01001,472,963,56.36,1333232,3350454
763,847.3330078,49.2659988,555.7269897,983.7399902,344,1408,70.3,1383232,3350454
764,751.6209717,74.362999,72.9338989,322.3299866,545,1427,5.31,-2116768,3400454
765,743.4249878,51.5589981,42.5867996,288.1300049,554,1808,6.01,-2066768,3400454
766,741.1049805,48.0413017,35.7686005,398.2749939,417,1356,6.71,-2016768,3400454
767,738.4370117,46.4323006,33.9916992,444.5960083,428,1292,4.9,-1966768,3400454
768,728.5809937,45.4569016,37.3718987,559.5460205,430,1082,4.65,-1916768,3400454
769,738.0479736,45.6264992,46.1404991,515.5180054,432,1031,4.17,-1866768,3400454
770,735.184021,52.6968994,64.8098984,477.7390137,414,1889,8.3,-1816768,3400454
771,750.21698,64.7883987,87.6445999,499.3989868,454,1153,5.08,-1766768,3400454
772,757.4899902,79.2357025,119.7109985,470.3139954,467,1092,4.21,-1716768,3400454
773,760.8740234,92.524498,154.2230072,434.4049988,489,1001,4.08,-1666768,3400454
774,767.2490234,110.6790009,230.9920044,420.29599,550,1644,6.26,-1616768,3400454
775,766.0650024,116.4860001,251.7689972,536.2650146,624,993,3.98,-1566768,3400454
776,771.3569946,120.4069977,271.644989,546.9290161,674,866,4.19,-1516768,3400454
777,751.617981,121.2929993,284.57901,500.8070068,688,921,3.09,-1466768,3400454
778,745.9429932,120.1800003,288.1489868,505.4299927,690,770,2.88,-1416768,3400454
779,786.1790161,117.5630035,287.9920044,450.9320068,660,1221,4.29,-1366768,3400454
780,766.5159912,112.8209991,294.2479858,414.730011,627,1557,5.92,-1316768,3400454
781,769.6749878,107.2030029,307.8349915,393.1809998,542,1105,4.46,-1266768,3400454
782,761.1010132,101.7070007,330.7770081,333.3580017,461,886,3.42,-1216768,3400454
783,743.5640259,93.5319977,391.6690063,289.697998,467,1257,4.59,-1166768,3400454
784,751.1079712,92.2384033,396.9089966,259.5069885,435,2449,5.71,-1116768,3400454
785,743.8909912,91.9905014,393.3640137,283.3330078,400,2230,7.24,-1066768,3400454
786,732.8709717,92.3693008,382.5870056,447.9039917,428,2195,9.62,-1016768,3400454
787,721.4630127,92.5348969,374.9670105,476.019989,502,2010,8.6,-966768,3400454
788,729.2719727,95.4233017,368.8590088,479.0509949,625,2111,12.04,-916768,3400454
789,713.8380127,95.1688004,360.57901,449.2730103,640,2071,8.47,-866768,3400454
790,690.7340088,94.9160004,349.3880005,437.0499878,616,1952,8.53,-816768,3400454
791,670.2550049,94.8399963,327.4880066,609.8720093,490,2099,10.87,-766768,3400454
792,676.0549927,93.6948013,338.6530151,431.2529907,462,1455,5.59,-716768,3400454
793,648.6950073,93.7357025,342.644989,528.6710205,415,1971,9.28,-666768,3400454
794,647.4879761,94.6869965,345.7600098,543.1110229,516,2387,13.47,-616768,3400454
795,663.7420044,94.3569031,361.1570129,442.6719971,511,1535,6.68,-566768,3400454
796,693.4520264,94.1997986,378.1650085,364.8599854,554,1327,5.76,-516768,3400454
797,659.0529785,95.2594986,381.6029968,488.5329895,15,1913,9.35,-466768,3400454
798,655.3740234,95.7247009,378.0740051,510.2430115,19,1814,9.89,-416768,3400454
799,660.2219849,93.4733963,387.42099,424.6459961,34,2564,11.19,-366768,3400454
800,652.822998,90.9677963,385.5620117,565.6420288,44,3412,19.96,-316768,3400454
801,630.8070068,88.2787018,354.4549866,575.367981,56,2844,15.49,-266768,3400454
802,632.1069946,81.4012985,384.7189941,398.2680054,44,3505,13.63,-216768,3400454
803,659.9439697,79.4880981,420.4710083,461.0390015,57,4572,43.64,-166768,3400454
804,695.6810303,89.6090012,507.9590149,760.9210205,64,3315,62.3,-116768,3400454
805,733.0830078,98.5566025,544.867981,802.1879883,64,588,13.3,-66768,3400454
806,745.3770142,98.5350037,555.2890015,814.1300049,72,426,8.99,-16768,3400454
807,749.9140015,94.1069031,555.9260254,829.0120239,76,357,12.06,33232,3400454
808,756.2449951,88.4559021,553.3060303,847.3610229,84,328,18.93,83232,3400454
809,762.9050293,82.3878021,548.1160278,865.0880127,87,415,13.99,133232,3400454
810,770.2559814,76.2668991,536.6690063,880.0599976,101,585,23.73,183232,3400454
811,778.9559937,70.8404007,523.9420166,896.6640015,120,871,31.79,233232,3400454
812,786.2719727,65.2154007,510.7850037,909.9730225,100,1055,30,283232,3400454
813,789.2459717,64.527298,515.3969727,923.9470215,121,1150,47.29,333232,3400454
814,781.5460205,63.6110992,528.4050293,936.9110107,147,1483,41.76,383232,3400454
815,788.3510132,63.8648987,535.2069702,942.5430298,189,1496,38.64,433232,3400454
816,789.9890137,63.5867004,543.7109985,912.0720215,163,2133,44.64,483232,3400454
817,792.4000244,63.4743996,543.9920044,930.0189819,164,2264,46.55,533232,3400454
818,805.3629761,63.7165985,529.132019,918.1710205,149,1876,48.36,583232,3400454
819,817.5499878,63.6445999,513.1160278,956.5780029,210,1418,47.53,633232,3400454
820,849.3859863,63.2170982,465.1489868,985.2880249,205,747,60.87,683232,3400454
821,881.9310303,58.7657013,424.5119934,993.5529785,159,408,58.68,733232,3400454
822,873.9910278,57.607399,447.5539856,992.0479736,170,495,72.84,783232,3400454
823,895.6119995,56.0517998,452.6690063,992.6030273,188,326,67.04,833232,3400454
824,895.6870117,56.5345001,479.0169983,1003.840027,257,732,96.4,883232,3400454
825,898.7230225,57.596199,500.6610107,1020.77002,287,686,111.77,933232,3400454
826,897.867981,58.0528984,545.4630127,1031.069946,277,817,104.05,983232,3400454
827,888.1879883,59.8490982,606.5120239,1004.150024,301,1294,67.27,1033232,3400454
828,874.1920166,58.263401,648.2310181,939.4550171,366,1577,51.53,1083232,3400454
829,864.6019897,55.7775993,654.7269897,953.9290161,319,1549,50.41,1133232,3400454
830,879.9780273,56.9430008,615.7769775,1027.319946,269,894,159.83,1183232,3400454
831,880.7470093,53.2290001,555.1160278,1034.01001,304,547,158.97,1233232,3400454
832,882.5549927,51.3783989,527.6199951,1039.319946,378,418,117.15,1283232,3400454
833,880.8029785,49.9014015,511.2149963,1025.930054,359,585,143.32,1333232,3400454
834,881.0460205,49.235199,495.9259949,1013.26001,432,675,115.23,1383232,3400454
835,880.4730225,51.1315994,500.6940002,999.8530273,436,684,110.2,1433232,3400454
836,781.6569824,84.8888016,77.9587021,386.5249939,372,1382,5.5,-2166768,3450454
837,767.7960205,73.9918976,62.8347015,369.6069946,507,1681,6.89,-2116768,3450454
838,768.6329956,60.0671005,50.0578003,490.1279907,562,1747,7.62,-2066768,3450454
839,759.9580078,50.2033997,41.7602997,540.1959839,578,1466,6.01,-2016768,3450454
840,772.9420166,45.7956009,39.9174004,543.3170166,460,1105,4.86,-1966768,3450454
841,783.6710205,46.6870995,42.8512001,581.5269775,498,1238,3.62,-1916768,3450454
842,773.2329712,52.4191017,52.785099,572.6950073,473,1268,5.06,-1866768,3450454
843,752.8499756,60.8205986,70.8264008,574.0689697,460,1525,7.49,-1816768,3450454
844,769.4619751,72.2929993,93.4380035,597.9920044,473,1530,6.3,-1766768,3450454
845,783.5189819,82.7288971,124.1740036,588.1430054,469,1269,5.33,-1716768,3450454
846,782.2329712,91.7289963,159.6860046,541.1019897,520,1286,6.1,-1666768,3450454
847,776.3980103,99.4602966,198.7850037,554.1950073,625,1289,5.32,-1616768,3450454
848,796.4790039,111.9960022,259.5450134,663.8029785,732,893,3.92,-1566768,3450454
849,796.34198,116.2279968,277.2479858,604.5369873,696,986,3.66,-1516768,3450454
850,794.8640137,118.4459991,288.321991,565.4849854,726,1024,4.47,-1466768,3450454
851,797.1660156,118.8850021,295.9339905,519.2979736,729,836,3.38,-1416768,3450454
852,791.6879883,117.0970001,294.3800049,510.2080078,699,1119,3.79,-1366768,3450454
853,800.2219849,113.5960007,290.4379883,547.25,668,841,1.98,-1316768,3450454
854,790.4099731,109.1009979,295.0499878,521.1669922,578,808,2.66,-1266768,3450454
855,780.934021,103.3820038,325.5369873,439.2070007,482,1359,5.34,-1216768,3450454
856,791.1810303,98.7192001,362.197998,427.1480103,550,1679,6.73,-1166768,3450454
857,753.8270264,95.2031021,400.9830017,354.8850098,519,1689,7.46,-1116768,3450454
858,732.1370239,95.6595001,392.4880066,377.8240051,449,1584,7.39,-1066768,3450454
859,732.8070068,95.3023987,388.3640137,444.6220093,485,1858,8.14,-1016768,3450454
860,772.9290161,96.5198975,384.1409912,316.1119995,547,2217,8.02,-966768,3450454
861,794.1040039,96.0895004,380.3720093,364.0979919,614,1895,7.17,-916768,3450454
862,741.1060181,97.0823975,361.5369873,417.6530151,585,1637,6.23,-866768,3450454
863,701.0300293,96.9798965,342.9750061,512.492981,512,1698,8.21,-816768,3450454
864,690.5609741,95.7473984,335.0740051,537.0189819,452,1887,8.57,-766768,3450454
865,704.1019897,94.4103012,343.1069946,435.5509949,358,1262,5.5,-716768,3450454
866,667.8809814,94.0085983,333.2070007,529.8779907,405,2496,8.45,-666768,3450454
867,681.9019775,92.3860016,355.1159973,587.7709961,382,2336,12.01,-616768,3450454
868,702.1069946,92.0344009,363.6860046,514.5650024,379,2164,9.96,-566768,3450454
869,689.2620239,92.4192963,368.0169983,458.5299988,461,2139,9.33,-516768,3450454
870,682.0170288,93.0159988,370.6940002,491.5620117,21,2338,10.1,-466768,3450454
871,666.1079712,92.8473969,372.8349915,532.5869751,23,1523,7.44,-416768,3450454
872,667.5700073,91.1247025,378.9920044,442.901001,21,2079,9.41,-366768,3450454
873,654.6690063,89.3143997,371.4129944,464.9840088,15,2573,14.38,-316768,3450454
874,640.4050293,86.6656036,352.4710083,519.565979,25,2804,14.33,-266768,3450454
875,651.96698,80.1467972,370.1570129,377.256012,22,3065,15.19,-216768,3450454
876,649.4840088,78.6463013,364.8680115,484.6700134,37,3808,23.72,-166768,3450454
877,676.572998,79.5235977,404.3640137,555.4559937,47,3808,29.08,-116768,3450454
878,718.3099976,94.3551025,506.0329895,819.7730103,49,2563,51.63,-66768,3450454
879,742.1270142,100.4059982,544.2810059,829.9089966,52,583,10.73,-16768,3450454
880,749.3309937,96.8928986,548.6610107,838.1459961,48,358,10.9,33232,3450454
881,755.4110107,92.0574036,550.4550171,854.632019,54,397,16.05,83232,3450454
882,765.3369751,85.8470001,540.4710083,865.2520142,57,495,16.78,133232,3450454
883,778.2080078,78.914299,520.9420166,877.9879761,62,487,19.08,183232,3450454
884,788.15802,73.1594009,503.4630127,893.4420166,81,921,27.24,233232,3450454
885,794.9000244,66.6897964,482.901001,907.8239746,25,1268,35.91,283232,3450454
886,777.5540161,64.7509003,491.5870056,912.0059814,52,2098,41.65,333232,3450454
887,774.1729736,64.1710968,504.0409851,769.9990234,71,2257,32.72,383232,3450454
888,780.7600098,64.5836029,506.1820068,841.1079712,94,2498,35.85,433232,3450454
889,789.1420288,64.5166016,511.5870056,753.2579956,104,2367,28.86,483232,3450454
890,787.1699829,64.0282974,524.065979,700.3129883,160,2634,27.19,533232,3450454
891,807.4630127,64.2723999,505.7359924,844.21698,205,1927,29.9,583232,3450454
892,826.53302,64.1697998,486.9830017,911.7379761,197,1519,35.43,633232,3450454
893,850.7509766,63.4989014,460.0409851,966.960022,188,848,68.31,683232,3450454
894,884.697998,61.2753983,428.9830017,986.8460083,182,280,51.21,733232,3450454
895,891.1049805,59.847599,440.0329895,987.2230225,193,918,58.71,783232,3450454
896,898.9730225,58.7164993,457.256012,1003.039978,131,414,51.81,833232,3450454
897,890.3699951,58.5737,486.4960022,1002.52002,121,632,68.35,883232,3450454
898,891.0170288,59.0033989,504.0740051,1005.75,130,714,67.47,933232,3450454
899,891.8770142,59.6893997,521.164978,1009.880005,229,791,62.98,983232,3450454
900,876.2910156,59.0377007,595.8510132,983.1610107,278,1284,52.32,1033232,3450454
901,865.1300049,56.6856003,630.5369873,1001.650024,302,1481,63.92,1083232,3450454
902,867.8569946,53.6598015,617.6279907,1034.26001,306,899,85.01,1133232,3450454
903,887.190979,56.0443001,564.3549805,1046.25,298,541,128.8,1183232,3450454
904,894.4710083,52.9897003,526,1038.170044,281,361,184.31,1233232,3450454
905,901.6790161,51.3627014,496.6359863,1035.160034,270,406,188.91,1283232,3450454
906,905.7089844,49.7360992,474.57901,1032.680054,328,241,185.12,1333232,3450454
907,903.309021,48.9468002,465.9419861,1023.580017,346,201,127.63,1383232,3450454
908,891.1699829,50.9553986,475.57901,1021.599976,327,505,154.34,1433232,3450454
909,812.3809814,104.5270004,243.7189941,352.9230042,364,1686,7.56,-2366768,3500454
910,798.5780029,122.427002,156.3220062,382.9249878,458,1193,4.7,-2316768,3500454
911,808.1199951,115.3320007,126.3799973,394.9599915,467,1442,4.1,-2266768,3500454
912,787.5020142,102.7570038,101.2559967,504.2080078,372,1370,5.32,-2216768,3500454
913,817.6539917,93.2922974,66.3058014,554.710022,483,836,2.25,-2166768,3500454
914,813.1599731,86.0951996,57.8098984,394.7080078,592,2014,8.09,-2116768,3500454
915,802.5949707,70.5033035,49.1240005,568.0209961,759,1745,7.91,-2066768,3500454
916,812.2540283,58.4468994,42.9752007,598.90802,652,1035,4.62,-2016768,3500454
917,810.1719971,54.6313019,42.892601,495.7630005,624,1945,5.77,-1966768,3500454
918,799.934021,57.3266983,50.3139992,405.0169983,608,1142,4.17,-1916768,3500454
919,807.1480103,60.9793015,58.5206985,508.756012,597,1043,4.11,-1866768,3500454
920,807.039978,68.0110016,74.7024994,480.2879944,568,1656,6.38,-1816768,3500454
921,808.6270142,76.1343994,99.0495987,573.9459839,569,1803,5.66,-1766768,3500454
922,812.2160034,84.1850967,130.197998,527.0460205,592,1150,4.92,-1716768,3500454
923,803.6680298,92.0090027,165.1900024,571.1430054,679,1255,4.97,-1666768,3500454
924,811.257019,98.9055023,197.8350067,563.6660156,754,987,3.81,-1616768,3500454
925,805.9589844,104.802002,236.7599945,660.947998,748,542,1.43,-1566768,3500454
926,826.2659912,110.612999,261.0660095,673.210022,664,424,1.27,-1516768,3500454
927,830.3129883,117.1569977,290.7189941,643.7199707,634,778,2.79,-1466768,3500454
928,819.1719971,117.5530014,298.0329895,583.3430176,629,1077,3.57,-1416768,3500454
929,812.0949707,116.564003,297.7109985,514.2369995,600,1157,4.43,-1366768,3500454
930,806.9190063,114.1719971,290.0660095,472.4360046,474,945,3.07,-1316768,3500454
931,805.8469849,110.4309998,293.0079956,384.1879883,442,908,3.86,-1266768,3500454
932,792.4689941,106.0339966,315.2730103,440.8510132,481,1239,4.22,-1216768,3500454
933,775.1350098,102.5859985,336.4129944,437.5690002,509,1240,4.94,-1166768,3500454
934,786.1669922,99.7584,374.4630127,425.973999,515,1711,7.08,-1116768,3500454
935,752.5869751,98.1472015,387.7359924,395.776001,462,1503,5.93,-1066768,3500454
936,814.651001,99.0747986,386.1570129,285.2390137,422,2099,6.74,-1016768,3500454
937,786.4379883,98.7194977,382.256012,226.727005,437,1565,5.79,-966768,3500454
938,752.8040161,99.1757965,363.7690125,391.9089966,418,1724,7.06,-916768,3500454
939,730.8040161,98.8832016,351.5039978,486.6180115,378,1598,7.03,-866768,3500454
940,718.1719971,98.2780991,336.2980042,539.9869995,414,1573,7.04,-816768,3500454
941,715.914978,96.8640976,331.4549866,478.9159851,374,1615,8,-766768,3500454
942,723.8140259,94.7169037,340.5369873,459.6830139,441,1161,5.45,-716768,3500454
943,728.7130127,93.3142014,346.4379883,474.0650024,391,2740,10.89,-666768,3500454
944,719.7670288,92.2335968,347.8349915,517.3850098,449,2179,6.47,-616768,3500454
945,709.4879761,92.2111969,353.4299927,356.5899963,1,2409,7.99,-566768,3500454
946,707.0720215,91.5242004,362.57901,453.5029907,7,1341,6.38,-516768,3500454
947,709.9119873,90.6353989,368.7109985,476.822998,11,1241,5.48,-466768,3500454
948,702.9119873,90.1810989,382.9089966,480.6629944,24,1838,8.19,-416768,3500454
949,688.0999756,89.0641022,379.7690125,504.519989,20,1921,8.61,-366768,3500454
950,666.0670166,87.5167007,373.4460144,570.2789917,30,2354,14.14,-316768,3500454
951,657.8300171,85.5398026,358.4460144,527.1589966,24,2236,12.27,-266768,3500454
952,668.6400146,82.5501022,374.3469849,419.6229858,28,2630,12.8,-216768,3500454
953,644.6829834,78.2525024,350.4299927,529.6439819,28,3164,18.3,-166768,3500454
954,672.0130005,76.7565002,376.5870056,552.4400024,28,3357,22.01,-116768,3500454
955,711.7789917,85.0914001,431.197998,798.5120239,30,2836,28.28,-66768,3500454
956,722.3140259,92.6356964,474.9670105,833.9039917,37,1687,36.89,-16768,3500454
957,741.0949707,95.7990036,511.197998,852.5980225,41,1271,25.54,33232,3500454
958,758.3530273,93.8018036,530.3220215,859.2529907,44,903,21.94,83232,3500454
959,762.4260254,86.8459015,512.5369873,867.1599731,52,840,24.06,133232,3500454
960,775.7800293,80.6069031,492.7690125,876.3220215,56,1170,33.22,183232,3500454
961,791.6989746,70.7250977,459.0169983,894.5130005,69,1361,31.46,233232,3500454
962,793.5419922,68.0663986,450.7019958,894.0369873,55,1419,24.1,283232,3500454
963,785.1500244,66.5636978,453.7600098,868.0939941,63,1917,30.2,333232,3500454
964,784.1049805,66.0791016,460.2890015,704.723999,62,1896,25.78,383232,3500454
965,791.3759766,65.9768982,465.2810059,788.1119995,75,2268,28.58,433232,3500454
966,824.5499878,66.2208023,450.8930054,899.742981,84,1505,37.38,483232,3500454
967,833.6030273,65.9613037,450.5039978,873.5239868,131,1854,40.16,533232,3500454
968,838.6710205,65.7553024,452.1489868,915.8410034,159,1519,33.55,583232,3500454
969,854.2260132,64.8255005,441.1239929,943.2990112,147,1424,47.76,633232,3500454
970,906.8040161,62.4143982,420.7850037,972.1870117,129,691,74.01,683232,3500454
971,911.4810181,62.1585007,422.2149963,985.0960083,142,403,44.69,733232,3500454
972,895.1680298,62.1068001,438.5450134,999.5139771,129,558,36.01,783232,3500454
973,888.7659912,61.664299,459.7520142,999.3779907,135,699,56.37,833232,3500454
974,899.5159912,60.9065018,475.2890015,1007.76001,135,800,63.23,883232,3500454
975,909.8070068,60.9238014,477.0329895,1019.25,219,701,70.16,933232,3500454
976,914.3740234,61.6002007,481.57901,1029.449951,246,409,45.06,983232,3500454
977,887.2009888,59.114399,543.4130249,1033.780029,269,1394,120,1033232,3500454
978,890.223999,56.1020012,532.9500122,1041.050049,251,774,103.03,1083232,3500454
979,903.7219849,51.5122986,483.743988,1050.290039,231,111,30.63,1133232,3500454
980,908.8369751,53.5444984,496.7600098,1051.449951,250,176,42.84,1183232,3500454
981,909.9539795,54.2411003,488.7690125,1047.01001,300,357,77.38,1233232,3500454
982,913.2319946,54.1044998,475.9339905,1042.930054,306,316,103.59,1283232,3500454
983,914.8980103,53.8067017,471.5289917,1041.329956,303,271,147.26,1333232,3500454
984,916.5360107,52.5304985,461.3720093,1026.699951,298,260,117.56,1383232,3500454
985,833.6560059,113.8450012,181.5789948,453.9110107,313,1810,8.79,-2416768,3550454
986,833.8079834,124.8499985,160.5619965,420.0669861,364,1436,6.56,-2366768,3550454
987,835.3120117,128.8789978,135.1820068,514.1140137,414,1380,4.87,-2316768,3550454
988,820.8259888,127.2799988,116.0910034,492.5140076,424,1155,4.38,-2266768,3550454
989,817.6019897,109.0579987,81.289299,550.0770264,320,1669,6.33,-2216768,3550454
990,842.3339844,105.6380005,57.3801994,447.3940125,398,1280,4.48,-2166768,3550454
991,837.2130127,93.4031982,52.1901016,479.9049988,425,1942,7.04,-2116768,3550454
992,843.1929932,76.767601,45.3470993,562.473999,736,1487,6.14,-2066768,3550454
993,849.7860107,66.5578995,42.1487999,577.5050049,759,1264,4.74,-2016768,3550454
994,846.0579834,62.4866982,42.5536995,613.6199951,700,915,4.33,-1966768,3550454
995,848.1619873,62.214901,44.5372009,607.4699707,632,1156,4.01,-1916768,3550454
996,844.6030273,67.2882004,51.6281013,550.2390137,652,1108,3.94,-1866768,3550454
997,841.7210083,73.8135986,76.7851028,624.7059937,640,1095,3.67,-1816768,3550454
998,835.5789795,83.0429001,99.0412979,668.7910156,632,1403,5.89,-1766768,3550454
999,830.0419922,90.2236023,126.4550018,667.2630005,608,1717,7.48,-1716768,3550454
1000,837.927002,95.4260025,156.8589935,653.5139771,571,1489,6.32,-1666768,3550454
