"Id","TSN","PSN","PET","NPP","RE","CVE","SR"
1,547.467834472656,69.8457794189453,1214.68322753906,934.020690917969,1212.68,71.75,0
2,544.282836914062,70.9905166625977,1203.28869628906,997.163146972656,1333.93,67.6,0
3,383.086578369141,87.6874237060547,1172.31091308594,1168.20202636719,1719.15,17.86,0
4,587.894775390625,71.8970260620117,1158.01806640625,762.485168457031,613.97,57.57,0
5,594.802551269531,70.2799835205078,1161.56274414062,813.331787109375,816.86,66,0
6,607.123352050781,68.3270111083984,1165.12829589844,748.10888671875,834.62,66.45,0
7,611.799438476562,68.0382690429688,1173.64367675781,757.695983886719,1045.65,70.62,0
8,605.177917480469,67.2994537353516,1183.64697265625,713.690307617188,1134.7,90.51,0
9,586.920654296875,67.4889831542969,1189.13586425781,836.5214844,1048.99,78.27,0
10,566.87939453125,68.6964111328125,1188.37451171875,927.915344238281,1126.8,69.4,0
11,558.521850585938,70.2466735839844,1174.81921386719,985.134704589844,1531.41,77.75,0
12,558.461364746094,70.6370239257812,1156.74438476562,1019.72576904297,1535.04,74.74,0
13,569.288024902344,69.4031524658203,1150.88720703125,977.462829589844,892.14,84.48,0
14,388.304534912109,87.3899765014648,1155.77600097656,1124.02221679688,2051.08,23.27,0
15,389.470031738281,86.7056045532227,1144.11608886719,1085.44482421875,1979.51,22.2,0
16,392.866485595703,85.9236755371094,1115.88916015625,1018.21032714844,2312.95,26.35,0
17,594.180358886719,72.2282638549805,1147.75500488281,845.226257324219,806.89,58.71,0
18,604.745361328125,69.5325088500977,1145.69958496094,841.39404296875,1498.43,70.29,0
19,616.814025878906,67.3070220947266,1154.07312011719,746.6660156,1408.54,82.35,0
20,622.409790039062,67.0188903808594,1164.83630371094,734.715270996094,1045.65,71.15,0
21,616.410766601562,66.5969543457031,1169.06396484375,743.237609863281,1134.7,87.8,0
22,606.643798828125,66.3548889160156,1170.50341796875,845.808410644531,1132.75,93.01,0
23,596.816528320312,66.9971313476562,1168.02917480469,944.01904296875,1136.9,83.34,0
24,590.8964844,68.4176864624023,1158.37280273438,1050.02038574219,1060.19,75,0
25,585.362976074219,68.847785949707,1142.98449707031,1054.16650390625,1063.83,74.14,0
26,583.6455078,68.0353012084961,1124.78405761719,1016.29595947266,1041.99,77.56,0
27,588.157104492188,66.8172607421875,1104.90502929688,984.485900878906,1040.24,80.87,0
28,399.790802001953,86.4805297851562,1121.81518554688,1070.82006835938,2393.41,24.28,0
29,401.274383544922,86.2025909423828,1123.87255859375,1047.98229980469,2434.55,24.48,0
30,403.288787841797,85.0531234741211,1103.70275878906,991.723327636719,2572.18,29.38,0
31,408.961456298828,84.9823303222656,1080.72814941406,912.924377441406,2378.68,26.09,0
32,418.275177001953,85.4582061767578,1062.25,839.341369628906,2112.42,23.31,0
33,423.121887207031,86.0386123657227,1044.31811523438,814.088623046875,2112.11,18.23,0
34,435.161560058594,85.71435547,1024.01745605469,750.029724121094,1496.55,15.45,0
35,446.872955322266,84.7361526489258,1012.96655273438,753.537292480469,1707.64,17.57,0
36,554.866821289062,84.5660858154297,1084.21044921875,945.1142578,1392.87,47.5,0
37,567.595581054688,81.5571060180664,1104.99206542969,943.164611816406,1378.21,48.48,0
38,590.333618164062,76.7657470703125,1119.30700683594,930.620910644531,1018.6,45.75,0
39,608.116577148438,72.422607421875,1123.61279296875,876.327575683594,984.06,54.46,0
40,621.988403320312,68.9884948730469,1121.20825195312,866.865051269531,1488.27,58.61,0
41,634.806457519531,66.5709762573242,1129.12841796875,811.566711425781,1489.19,66.47,0
42,641.400451660156,65.9861373901367,1144.98022460938,768.4755859,1044.55,66.71,0
43,638.385620117188,65.7990264892578,1141.57543945312,770.113037109375,1694.89,101.5,0
44,632.778442382812,65.6838836669922,1136.88256835938,826.538940429688,1694.89,105.55,0
