"Id","PSCV.1","MPS.1","MPFD.1","PSCV.2","MPS.2","MPFD.2","PD.2","PSCV.3","MPFD.3","PSCV.4","MPS.4","PSSD.4","MPFD.4","PD.4","PSCV.5","MPS.5","MPFD.5","PD.5","PSCV.All","MPS.All","MPFD.All","SR"
1,2916.524043,552.9899677,1.044767645,3812.903357,620.4229153,1.043474323,0.071481944,894.010381,1.046191352,255.5571475,253.9034596,648.8684389,1.028429023,0.007393342,1561.775879,836.56092,1.039039085,0.008969291,3843.404777,397.9682134,1.044266468,0
2,2811.240185,609.6067049,1.045051574,2617.55335,467.0487715,1.043580912,0.078271988,871.7284692,1.045682007,256.2869246,283.3908748,726.2937577,1.031139802,0.00587575,1892.256963,1537.742174,1.036566742,0.007821362,3108.531946,388.1708177,1.044275999,0
3,2588.474338,266.1445493,1.04948632,2649.196608,320.0822657,1.04539267,0.104810352,1728.030596,1.054532957,163.6999523,208.3369249,341.0474466,1.028075592,0.000525316,120.6241194,60.09647845,1.036003911,0.001206282,2388.201135,286.5131544,1.049818863,0
4,1891.192865,183.9046171,1.044441464,3590.881673,2554.144407,1.038065642,0.026713312,592.8587642,1.047631574,377.8002949,280.3015285,1058.980001,1.026817853,0.003949601,427.1833484,57.30385468,1.035032974,0.014027894,7472.891578,404.4506985,1.044376951,0
5,1718.727468,192.4907102,1.043750451,3317.637823,3204.202413,1.038385646,0.022627518,525.2026547,1.044697145,154.0742555,197.7133187,304.6253239,1.027284679,0.005116971,1103.237456,114.0461918,1.034321816,0.015292544,7580.633718,446.5473046,1.042618027,0
6,1074.669715,190.7272965,1.044266178,3222.511487,3507.281103,1.037886379,0.021071025,478.9879371,1.043479886,362.3527495,234.0740936,848.173914,1.026729464,0.006420534,1315.97424,148.1804961,1.034407778,0.016031879,7575.272752,469.727607,1.042015566,0
7,947.9128872,233.5355951,1.044572916,3363.316209,3176.861734,1.037387258,0.023036097,606.6001798,1.042677066,354.3634977,240.7993935,853.3051533,1.027212172,0.006595639,1204.58466,146.2226084,1.039403461,0.014903421,7238.727086,502.6659634,1.041967012,0
8,1532.141702,310.5361149,1.044023812,4029.192024,1898.11138,1.041759761,0.035604779,1028.025385,1.043310868,173.9509612,210.1889313,365.6256664,1.024600134,0.005389357,484.020866,114.9566019,1.040697647,0.012704875,6645.917198,475.2875417,1.042650825,0
9,2174.367253,486.8794311,1.044206309,4821.142323,937.5195615,1.043721554,0.059068912,945.7889791,1.043886625,140.4883761,199.4933747,280.2650025,1.025305455,0.005214252,422.2684462,143.792845,1.045877533,0.010253398,5594.28357,409.967255,1.043621439,0
10,2536.830787,655.3533802,1.044342623,4494.870307,567.1080083,1.043775187,0.078563988,878.3193368,1.045323758,242.6242294,230.0967724,558.2705209,1.026581839,0.005039146,421.950568,131.5007379,1.04444381,0.009455695,4294.271913,374.8366012,1.044243184,0
11,2601.209142,684.8034835,1.044305091,3608.264672,422.4594995,1.044719969,0.092669706,827.4932482,1.045583111,228.5770104,271.2128251,619.9301674,1.029324006,0.004494374,474.3435115,126.848517,1.041505093,0.009728082,3562.796697,341.2175182,1.044627412,0
12,2309.819604,776.9600142,1.043823006,2152.187924,307.2629998,1.044799164,0.105082738,412.1986382,1.04626916,229.706762,307.8309525,707.1085135,1.034388317,0.004221987,1302.399139,241.6621064,1.038337523,0.011420768,2880.904611,309.1398699,1.044865558,0
13,1864.246774,692.2865778,1.043048388,2028.78656,366.8367643,1.044346385,0.095665763,478.6965837,1.04598009,352.1793833,374.7215887,1319.69218,1.037721544,0.006109223,1855.274179,460.1934904,1.036235414,0.014222427,2283.013451,318.2322951,1.044309882,0
14,3002.410449,291.0574517,1.048611549,3856.458873,369.4104585,1.045422349,0.097631028,1364.606573,1.05587103,108.1173133,227.0681346,245.4999664,1.02455109,0.000350211,113.2864644,44.80373318,1.027957969,0.000856071,3255.690686,286.3694827,1.050292408,0
15,1878.937045,312.8270394,1.047769738,2371.573872,318.9191313,1.04567593,0.105374581,2110.385415,1.054753734,107.2409013,234.1640138,251.119599,1.023824394,0.000311299,112.9705939,39.25469988,1.025851641,0.001186826,2146.143427,286.2578377,1.049518939,0
16,2760.064837,334.5216688,1.047580831,3270.713066,303.290248,1.045701122,0.107806385,2748.781129,1.053901702,104.9860564,201.6619098,211.7168864,1.019854985,0.00025293,449.3613833,91.44007978,1.028693254,0.001245192,2971.565684,288.3946694,1.049175394,0
17,906.881154,173.4000725,1.044583249,3332.79382,3188.596015,1.038265817,0.022471869,762.7002343,1.044787953,405.9474895,277.0911509,1124.84457,1.023411291,0.003424285,201.6997054,49.58178124,1.035633275,0.014183543,7824.999045,414.931741,1.043258218,0
18,743.8806203,167.0228028,1.045462207,3019.940801,4134.596472,1.036551212,0.018249881,533.1395096,1.042357993,418.2823312,250.0099871,1045.747602,1.023228649,0.003930145,561.2354015,60.80426858,1.034087544,0.01430028,8000.035088,444.8082628,1.042254652,0
19,674.927928,163.1178688,1.045404819,2834.178744,4870.829437,1.037206132,0.016031879,519.0991725,1.04046605,387.5443031,237.8995908,921.9663111,1.025327842,0.005116971,465.8018259,73.37199263,1.037014283,0.015020158,8010.144755,476.3447151,1.041551482,0
20,1507.715364,226.6434666,1.045171636,3164.047099,3639.609893,1.037310776,0.020390059,706.3195097,1.040601618,403.2897798,265.6992069,1071.537746,1.024625428,0.005447726,409.2467101,85.79046977,1.041512444,0.014592123,7357.911381,501.1465948,1.041639397,0
21,2171.396921,306.8077806,1.044895876,3770.670072,2181.887229,1.041026085,0.030974212,1123.611103,1.041535137,295.0566474,243.6008618,718.7605359,1.024482995,0.004299812,431.0002047,88.97324635,1.042293083,0.012607594,6658.136248,480.6658072,1.042374509,0
22,2693.024135,538.0866167,1.04410845,3839.792759,1125.234252,1.044238221,0.049535392,528.0146022,1.042145158,176.9998444,214.1906512,379.1171193,1.024905955,0.004163619,436.0263675,94.25219268,1.042889322,0.012101734,4930.168017,436.2382852,1.042875679,0
23,2905.543381,780.9112013,1.042897758,3998.051614,629.4712975,1.045076677,0.069730889,564.0968566,1.043119782,181.1166592,207.7095638,376.1966227,1.025182451,0.004066338,396.9567222,108.5220068,1.046255008,0.010136661,4301.948262,400.6984857,1.043449866,0
24,2847.017652,790.4694606,1.043823839,2928.332527,424.0198055,1.045618862,0.086735576,820.4169346,1.04532409,183.018327,235.1683788,430.4012326,1.028120794,0.003074074,442.0410671,102.8191804,1.042777983,0.009183309,3546.961215,361.3441701,1.044798422,0
25,2390.114977,784.6712452,1.043628447,2282.937085,338.3560573,1.045852916,0.098701117,551.8719504,1.04557374,186.2605463,265.9203771,495.3047471,1.032999774,0.002723863,527.4035631,97.72108916,1.038396834,0.010311767,3013.070425,319.6964282,1.044907734,0
26,2999.672173,730.2485556,1.043256618,2733.265019,415.6211613,1.044942518,0.088661736,544.5630283,1.044950614,368.9622367,428.495612,1580.986994,1.038200866,0.004941865,625.7881387,113.4898964,1.03815874,0.013638771,3608.3881,323.7643765,1.044190058,0
27,2521.155076,551.8468841,1.043791725,2136.972046,486.6418138,1.043430692,0.083622422,541.4378774,1.045253634,596.2629966,514.9980168,3070.742608,1.039962405,0.007724081,844.1620617,158.1647791,1.038482096,0.017646705,2677.02338,315.7688639,1.043945618,0
28,2969.525173,310.1934768,1.047434927,4137.727529,479.1490143,1.044516478,0.086249172,753.3627192,1.055011984,94.52971214,267.1389819,252.5257106,1.029053725,0.000330755,189.9446944,70.67451956,1.036601977,0.001147914,3925.266201,285.4311921,1.049824118,0
29,1557.647318,343.7684617,1.046967189,2690.841614,396.6020719,1.044931232,0.097767221,951.2072614,1.054419668,93.92108415,273.5138894,256.8872103,1.026926133,0.000311299,206.734666,55.85633258,1.030895158,0.001323019,2279.510538,281.6306562,1.049379152,0
30,2669.623637,381.9693563,1.046532154,3448.995584,371.0072243,1.045515214,0.101697366,1156.137359,1.05441393,89.35950287,229.525582,205.102919,1.02467178,0.000408579,475.3997086,79.44668586,1.025420857,0.001478668,3136.984073,282.6373097,1.049410413,0
31,2276.778614,320.4163214,1.047675075,4368.893915,542.2128049,1.045344113,0.082494133,1100.500998,1.05391986,149.7579283,203.94847,305.4290036,1.023615679,0.000972808,436.0009473,288.4692118,1.027571699,0.001906704,4198.416143,296.8556934,1.049602264,0
32,830.7381352,220.2657552,1.04729706,4698.072537,1016.372283,1.044027398,0.056131031,613.2110068,1.05135066,136.9912649,200.9298311,275.2563172,1.021756732,0.001498125,586.1405665,396.3521753,1.030809371,0.002665494,6252.78594,328.5450956,1.048163685,0
33,869.1358787,177.9298334,1.046532686,4101.364713,1716.495858,1.040623126,0.037958975,510.557748,1.049668928,138.3693243,189.7259797,262.5225562,1.022016463,0.001731599,610.2148234,327.0215719,1.032797295,0.003696671,7252.793715,358.2462868,1.046782311,0
34,749.0688829,136.1059033,1.045953801,3272.166677,3349.752619,1.037836372,0.021790903,262.3264163,1.047287192,141.8471776,178.9383817,253.8190441,1.020366546,0.001848336,725.8664307,202.7454488,1.03092163,0.004747304,8261.198961,383.7932703,1.045436641,0
35,748.590538,102.2488582,1.044807778,2558.603071,5927.967792,1.033892172,0.012996691,287.004683,1.045877217,105.382438,163.3995229,172.1944009,1.020832208,0.001614858,452.5360502,135.2237113,1.032865383,0.004027418,8836.512022,382.9932785,1.044458298,0
36,1024.4556,135.3690281,1.044367527,3560.25327,2477.006866,1.037544994,0.026090715,666.2211474,1.051367444,176.9525737,299.3170866,529.6492883,1.026881897,0.000564229,379.4134966,55.97042489,1.031652906,0.002898968,7542.828197,357.2254293,1.047096803,0
37,934.3540457,160.1970223,1.045312596,3760.277357,2192.624091,1.036892969,0.029145333,706.7610301,1.049597737,117.4789966,168.7832658,198.2848871,1.024217068,0.000992264,327.8555097,55.97134035,1.03397904,0.004416549,7346.035882,367.8087503,1.046220962,0
38,880.8059033,183.1036589,1.046219689,3884.237101,2066.044364,1.03795617,0.031324423,804.2755278,1.046218628,157.3877924,202.8087185,319.1961649,1.024559076,0.002276371,296.4928913,45.98519431,1.033194265,0.008502343,7397.014208,369.3948165,1.044671794,0
39,938.8634753,196.613705,1.046640443,3739.323067,2318.944816,1.038280568,0.028834034,730.7753269,1.044633063,381.5723204,313.3618647,1195.702138,1.025986489,0.003074074,260.2139913,48.17172117,1.032751411,0.011634786,7432.170402,393.248621,1.043965251,0
40,746.4456688,184.3712214,1.046789223,3294.794663,3279.951063,1.038019746,0.022024377,530.2434795,1.04132159,390.3619127,300.6633403,1173.675166,1.024666283,0.003132442,211.0866415,48.50100946,1.033800256,0.01338584,7753.433827,428.2062381,1.042713459,0
41,787.4254527,180.5510444,1.046354722,3022.388193,4088.952132,1.036436351,0.018269337,392.5338116,1.039490447,421.0546921,313.0643361,1318.172077,1.026889653,0.004630567,462.0291775,68.86743705,1.038059764,0.017043599,7896.581735,447.7922527,1.041768812,0
42,2111.089255,269.9749199,1.04587652,3274.703994,3230.854385,1.037505746,0.021849271,543.4167175,1.038091461,421.6324496,312.4138353,1317.238107,1.026786199,0.004630567,416.2355986,84.35660596,1.042253988,0.014164087,7084.973035,492.5500217,1.041199621,0
43,3378.175088,358.5906412,1.045423173,3630.982985,2137.558185,1.041394212,0.030118141,1262.465524,1.039117242,375.9224249,258.4323656,971.5052155,1.024274485,0.00451383,420.4083263,90.19209823,1.042184954,0.012646506,6250.43317,493.2117336,1.041686023,0
44,3456.410199,521.1071932,1.045242042,3980.235557,1315.489141,1.043362843,0.042161506,1154.53266,1.040234794,365.8674337,269.6776619,986.6627409,1.026416117,0.004397093,348.5038425,82.16608431,1.043550728,0.012918892,5485.025382,457.3146611,1.042303253,0
45,3513.844699,728.1812093,1.044249786,3230.126586,750.607738,1.044234437,0.059419123,1013.472343,1.041444357,180.4554216,223.3862749,403.1126442,1.02719875,0.003327004,428.1989891,86.28457635,1.044193882,0.012218471,4257.966098,415.7036134,1.042794989,0
46,3357.533978,763.4947668,1.04324184,2296.021237,521.0252437,1.04390461,0.072532577,865.0095788,1.043534228,148.1503815,212.5562614,314.9029121,1.029570607,0.00258767,427.2876882,92.59200822,1.041761918,0.008716361,3738.82258,381.8543444,1.043366945,0
47,3669.054529,873.0692515,1.043862676,2037.879191,407.3879521,1.044993374,0.082299571,563.4751551,1.044325011,179.6452392,277.2259283,498.0231821,1.034177514,0.002218003,551.5891556,113.5081345,1.038999433,0.007743553,4319.272464,365.1953585,1.044190403,0
48,3657.569344,813.8768066,1.043497194,1882.840677,452.3731237,1.045135295,0.080295586,418.5977847,1.04339978,377.7201509,386.8306667,1461.137378,1.038027843,0.003696671,600.8228563,118.5029262,1.039074075,0.011518049,4113.673378,352.7389662,1.043666413,0
49,3056.504718,674.9198919,1.043449123,2097.775574,467.3884041,1.044155667,0.080918183,434.1191272,1.04464789,647.2892716,524.8827565,3397.509772,1.039707351,0.006148148,664.6668367,135.223088,1.038973005,0.014008438,3268.016667,335.5591484,1.043881413,0
50,2620.635157,682.2034466,1.042260799,1837.710564,446.0042058,1.044402725,0.082922168,545.3097606,1.044717239,601.1351894,643.0129344,3865.377021,1.040665081,0.007334974,1054.97903,177.7872944,1.041147378,0.015370369,2794.04069,327.5609889,1.043856573,0
51,3941.054141,703.7301302,1.040908906,2370.998591,474.572982,1.043405985,0.076093055,484.9392414,1.044430288,657.6499907,861.7630721,5667.384763,1.042818175,0.007879746,1370.058218,245.8270032,1.042015969,0.018016407,4017.294833,340.7198857,1.043273396,0
52,3214.220994,716.7488352,1.040597004,2514.661185,454.211645,1.04310088,0.077260425,413.335621,1.044979503,731.0468319,864.1478368,6317.325384,1.042725309,0.008132676,1227.390711,335.6669432,1.041950512,0.017374354,3454.520908,343.9116411,1.043375343,0
53,3243.813446,781.6029236,1.041236039,2087.418608,347.5014771,1.043130992,0.087202524,271.8816082,1.045962847,745.9941716,858.0258337,6400.822711,1.042285648,0.006498359,1470.196506,549.5436853,1.040079666,0.013249647,3605.578493,332.735125,1.043884292,0
54,3060.845525,808.8573018,1.041592364,2350.516996,371.6850569,1.042879827,0.084361755,252.5439653,1.044940294,664.1504916,628.2499242,4172.524961,1.04229185,0.00476675,2037.325665,755.3271129,1.037052546,0.012860498,3585.554795,345.2986092,1.043289675,0
55,2409.977559,269.0837097,1.047526078,4735.545644,653.9431927,1.043528743,0.071481944,447.4938809,1.054425135,76.20202086,144.8948761,110.4128237,1.024454034,0.00050586,184.3329886,61.69573423,1.034930675,0.001731599,5023.164963,292.0151966,1.049576408,0
56,2588.956084,328.6016965,1.046836605,4584.898962,548.424099,1.044674146,0.080392867,456.0624523,1.053747956,87.09633259,228.7883478,199.2662603,1.028519511,0.000350211,172.8549755,81.42342201,1.040364261,0.001050633,4520.444483,287.7482631,1.049406939,0
57,2045.683161,331.9411324,1.046442161,4578.805862,532.569854,1.045296203,0.083933889,430.7751177,1.053488179,108.0837936,310.6704933,335.7844549,1.02790401,0.000389123,187.2989787,64.08266537,1.032495702,0.001770511,4382.049644,286.0029757,1.049217531,0
58,2300.197432,374.6153671,1.04733059,3424.777023,518.7168482,1.046159629,0.085762768,330.064341,1.053715724,157.7381143,259.4654821,409.2759588,1.022088165,0.000700422,402.2676719,75.26594113,1.026589502,0.002529301,3434.940874,291.1385225,1.049748079,0
59,1755.60547,334.255682,1.047312114,4843.090968,757.7050616,1.045193059,0.066831921,235.3231961,1.052458732,456.9583372,406.4290248,1857.211314,1.026146647,0.001751055,701.5394201,429.0882877,1.027049059,0.003190811,5399.087473,320.1145663,1.048930806,0
60,1035.041058,226.8110493,1.046860321,4279.298969,1382.504839,1.043214239,0.044827,265.0115343,1.049743171,495.6346132,350.5958211,1737.674242,1.02466259,0.002451477,691.0166728,385.9473464,1.03091297,0.00410525,6627.522179,358.5711927,1.047154482,0
61,713.7123888,178.4652095,1.046649348,3625.415429,2603.280496,1.039424303,0.027199716,258.7061535,1.046835306,509.9656469,310.6502555,1584.209585,1.022115467,0.002976793,804.4697807,281.4602027,1.032588544,0.005622831,7709.543148,407.9497957,1.045313349,0
62,595.1196432,132.3686217,1.045384403,2879.450556,4510.029388,1.038181201,0.016849037,235.2643035,1.045048345,499.1951218,296.8399796,1481.810698,1.022975719,0.003404829,792.993533,265.91755,1.032091019,0.006595639,8102.95375,432.9312227,1.043995726,0
63,345.629157,95.37809977,1.044357172,2190.16481,8347.642207,1.034157098,0.009455695,351.909897,1.044259533,89.39491909,161.9646834,144.7881977,1.019528352,0.002529301,704.0812839,194.2562313,1.032596889,0.005759024,8768.819058,411.0820984,1.043377454,0
64,357.7021509,80.05516863,1.042777728,2281.211745,7607.213379,1.034041187,0.010253398,547.8051707,1.045570794,93.51400281,158.9701318,148.6593335,1.017961606,0.001789967,585.5686356,112.3509958,1.033474373,0.004922409,8967.893473,383.993984,1.043477289,0
65,367.9130079,80.46267138,1.042114327,2644.802607,5369.54037,1.036064384,0.013872244,600.2446333,1.047795525,70.7653674,143.9244995,101.8487008,1.017990401,0.001050633,701.2571421,105.1480282,1.033204345,0.003735583,8726.98652,367.440626,1.044481481,0
66,471.6618331,91.7723348,1.04279046,3014.882409,3847.096456,1.03518602,0.018172057,754.770302,1.048576171,62.64060937,122.0603411,76.45934149,1.017910197,0.000447492,730.4800688,128.5786433,1.03282446,0.002295827,8205.956227,363.285233,1.04513502,0
67,845.7825172,110.4779837,1.042942909,3454.704085,2734.039831,1.035729804,0.024300748,801.4402482,1.049100187,199.7004865,310.1815906,619.4341455,1.027261037,0.000369667,665.1560416,136.257528,1.027694106,0.002412564,7719.642781,364.2894235,1.045284823,0
68,1026.760069,137.7799229,1.044236312,3714.525229,2267.328348,1.03741273,0.028328174,786.5414603,1.050001675,169.8206105,340.6022019,578.4127387,1.029017705,0.000428036,337.0152991,60.52300199,1.037052474,0.003288092,7337.086984,374.0182998,1.046179679,0
69,649.8740069,173.0336519,1.047109051,3856.715434,2049.656206,1.036766778,0.030838019,810.6955559,1.047068301,153.6208755,236.8461883,363.8451881,1.028596727,0.000739334,193.2791438,43.66064782,1.036273749,0.004902953,7197.72332,372.5273231,1.045652846,0
70,758.3169234,195.1912757,1.047511554,4146.226651,1715.389835,1.037710122,0.035916078,879.7604379,1.04554444,142.1339056,282.8030404,401.9590064,1.029655136,0.001070089,306.6595267,49.24724478,1.03416716,0.006809657,7086.166386,362.6188427,1.044980073,0
71,887.539627,216.9290275,1.0483453,4058.858135,1840.183195,1.038653116,0.034456865,836.5386883,1.043162408,142.2498608,271.5103471,386.2230909,1.028032683,0.001653774,286.1103626,45.64298868,1.033262147,0.008755274,7129.40565,379.1501532,1.044359283,0
72,977.2607725,205.6423373,1.048075375,3638.926536,2525.525536,1.037925103,0.027024611,487.2718017,1.04021288,318.0624839,325.6410821,1035.742114,1.025307066,0.002120722,171.1919136,43.93542569,1.03305043,0.010759258,7576.471278,398.4309671,1.043059488,0
73,1314.47627,233.1108753,1.047023482,3668.573032,2437.546773,1.038504324,0.028172525,275.0292144,1.039523554,359.1836194,350.4319913,1258.69431,1.029197663,0.002451477,189.3620025,58.47568234,1.037539923,0.011576417,7408.077619,412.2360825,1.042334747,0
74,3035.058476,385.9202521,1.045546718,3752.735506,1990.089098,1.039618102,0.031518985,220.8924357,1.038694818,232.9655115,259.0705904,603.5451262,1.02793335,0.00309353,184.2122366,67.25318916,1.040732347,0.012179558,6333.094719,465.4735986,1.041323834,0
75,3883.797389,457.699699,1.045414431,3471.45365,1829.325555,1.042014019,0.032744723,882.4455386,1.037662615,313.2003284,261.8608327,820.1489879,1.025219793,0.003618846,206.2796742,69.3097798,1.040690949,0.011751523,5614.43766,492.1255722,1.041099226,0
76,2407.183293,633.7903243,1.045511227,3381.840469,1285.762479,1.043799043,0.040780118,1287.973553,1.038133463,378.5834313,298.5087936,1130.104834,1.027532779,0.003229723,303.6453152,80.87379938,1.043493688,0.012665962,4359.932636,482.3800541,1.041628144,0
77,2684.535882,800.2868846,1.043612433,3141.719266,840.8378872,1.042238976,0.052473273,1158.867925,1.039595945,188.0571773,235.9043374,443.635038,1.030237265,0.002704407,381.7556102,87.65631842,1.044087654,0.01212119,3787.400976,445.0008204,1.041393308,0
78,3505.647791,1034.558852,1.042696803,2592.937458,552.9305943,1.043067889,0.063855128,638.508379,1.041644132,134.4788191,219.2642409,294.8639618,1.029920177,0.001595405,473.4080884,97.01055209,1.041988705,0.008482887,4386.962172,433.6983779,1.042213985,0
79,2690.11348,1124.586861,1.042785892,2397.17648,454.9226791,1.043634348,0.07175433,554.5074187,1.042485823,125.6474393,237.3894135,298.2737191,1.033922538,0.001342475,560.5310609,99.95607427,1.038242592,0.008015939,3646.787736,412.7989299,1.042700839,0
80,3593.226911,1151.051266,1.041998216,1940.777287,431.470989,1.043394984,0.074458737,499.2158124,1.042789148,178.9280048,324.1298579,579.9590879,1.03753487,0.00192616,537.1559309,120.8971554,1.040752789,0.009300046,4677.576118,405.0882311,1.042698014,0
81,2639.246235,981.419824,1.042049228,2267.431221,448.7999541,1.043045515,0.07601523,541.0956895,1.043377927,618.0567721,553.362532,3420.094603,1.039586506,0.003677215,510.3611767,119.134483,1.041479006,0.011187294,3356.440145,383.56414,1.042878324,0
82,2531.065586,931.6981553,1.042294048,2182.079877,434.9722562,1.043319144,0.077416074,580.0446588,1.043900904,660.1535882,572.1986447,3777.389885,1.039592843,0.004922409,476.4141374,122.2247275,1.041220068,0.01120675,3184.521403,368.7587513,1.043223036,0
83,2800.356497,1033.215793,1.040619025,2323.334893,410.8543171,1.043016217,0.078038671,477.3282119,1.043748507,620.7834452,611.2246693,3794.38156,1.040634552,0.005486638,786.7175791,145.4173281,1.041657296,0.01354149,3684.918019,366.3145518,1.042790938,0
84,3532.472528,996.2372861,1.041288336,2305.778975,412.4911678,1.043238647,0.07977027,266.3550453,1.044426733,542.0670194,581.4445523,3151.819154,1.041606986,0.005350445,765.7090582,147.5300596,1.042648676,0.013444209,4479.716292,359.6249284,1.04335454,0
85,3696.472933,911.6501054,1.041886929,1886.658927,367.4356851,1.043148441,0.08722198,280.358147,1.044864417,346.6228823,436.7530628,1513.886055,1.040119122,0.003696671,569.4290431,116.4775431,1.04101692,0.010506328,4614.699619,337.8309108,1.043563117,0
86,3554.743309,1099.693263,1.040443323,2218.990129,329.9900587,1.042894412,0.091132669,274.1082472,1.044090247,193.0049338,286.8786223,553.689895,1.03787276,0.002276371,925.9903912,132.7379013,1.037086183,0.009630801,4973.618792,347.539352,1.042755656,0
87,3604.650339,1131.266067,1.040115227,2281.794873,345.7117459,1.044049524,0.090393335,276.0318444,1.042887713,172.2679141,285.8402575,492.4110491,1.0379964,0.003054618,941.9156083,120.1101462,1.038610823,0.011420768,5063.793371,350.6214255,1.042539787,0
88,3542.728186,992.0344113,1.040910667,2237.11312,334.9413339,1.0451805,0.095743588,279.7180893,1.043240255,200.8298894,353.9062357,710.7495018,1.043126803,0.004241435,1743.377167,305.3668902,1.039497198,0.011518026,4636.644567,332.5635586,1.04330051,0
89,1284.198726,255.9206022,1.047730159,4618.244877,859.927948,1.04257296,0.060333563,322.1534574,1.053138788,145.6325658,259.7521843,378.2837707,1.026878157,0.000700422,544.1717308,131.9292498,1.035380605,0.002412564,5645.97512,302.4811368,1.04914255,0
90,1922.033363,303.1346513,1.045921439,4703.845734,743.5509115,1.043761045,0.067123764,296.7238966,1.0534698,132.5154106,291.3549572,386.0902176,1.028052134,0.000680966,549.5325052,140.3501002,1.032250192,0.002081809,5310.216431,303.8221597,1.04890961,0
91,2180.072546,302.5168781,1.046595659,3876.723796,782.1776985,1.04488735,0.065547814,285.9604853,1.052656123,134.3562637,284.1577082,381.7836799,1.024191975,0.000622597,179.658074,70.01732407,1.032018759,0.002879512,4596.740385,306.5219153,1.048946794,0
92,2067.6019,339.2405159,1.046347974,4565.664274,780.8863889,1.045157946,0.065917481,227.3443417,1.052041106,146.2511802,260.4138047,380.8582629,1.024600245,0.00101172,522.6045089,103.5930461,1.030211135,0.003696671,5311.580688,313.3044484,1.048614687,0
93,1469.415801,300.4179074,1.045942055,4737.445182,971.5897498,1.044406858,0.057084383,233.3670177,1.05073609,492.9658482,391.3067369,1929.008574,1.024727597,0.002003985,748.6189685,345.5324557,1.028481279,0.004358181,6038.861235,336.7022258,1.047521684,0
94,1077.688234,226.4119186,1.046273971,4180.652106,1694.429096,1.042880939,0.038445379,247.3706365,1.048194263,514.1425016,334.5214485,1719.916944,1.021891079,0.002509845,734.0538751,279.6824662,1.027306305,0.004980778,7147.869962,378.7310792,1.046104443,0
95,668.1402915,180.098363,1.04670443,3632.279269,2584.30945,1.041893441,0.027783401,263.3766781,1.046247176,513.0417964,289.6483023,1486.016854,1.021430382,0.003385372,795.3016671,164.7411264,1.029388201,0.006537271,7673.052404,416.0737858,1.045111107,0
96,671.6093942,145.5245282,1.045342084,2931.647376,4409.868434,1.038272139,0.017218705,242.2340273,1.043897622,501.2521423,290.4058185,1455.665386,1.021860444,0.003560478,860.7065032,225.9530216,1.030975032,0.007743553,8072.454388,441.8257953,1.043286314,0
97,1089.296178,127.606838,1.043941213,2575.659679,5784.45812,1.037781866,0.013308016,488.3691092,1.042821257,420.6331902,270.8618942,1139.335026,1.022120402,0.002801688,739.7780071,228.558986,1.032120866,0.007004219,8097.184581,450.8956467,1.042407334,0
98,1546.157162,121.5413724,1.042580424,2837.447558,4607.745329,1.039254438,0.016362633,606.7748023,1.044152589,139.1895168,167.246845,232.7900754,1.018628182,0.001906704,659.9654518,88.91917533,1.030579556,0.005914674,8228.657533,413.6627345,1.042631827,0
99,1673.590818,119.8650182,1.04252119,3144.678471,3489.919555,1.038925291,0.020273322,645.7245086,1.046844275,72.22451407,147.6960466,106.672752,1.019038381,0.001381388,363.6120166,68.67426511,1.034033968,0.003988513,8086.923385,374.1544352,1.044150456,0
100,1079.011363,111.7335222,1.042584009,3308.096731,3033.622029,1.036970789,0.022394044,658.7624306,1.04843783,63.53009328,119.3678336,75.83449604,1.018143517,0.000447492,750.8790134,131.5963053,1.033437324,0.002023441,7923.645609,359.6500928,1.04506701,0
101,804.0785532,118.0311388,1.041411963,3444.570415,2740.674701,1.035845347,0.02408673,726.8485429,1.049997574,193.8475113,221.0926574,428.582614,1.023513228,0.000369667,617.8917521,182.5044954,1.031216116,0.001653774,7535.488087,378.5079517,1.045287641,0
102,1005.938857,154.1009183,1.043943184,3660.468573,2349.801404,1.036421241,0.027472103,691.3004746,1.049412724,168.6632691,368.6990166,621.8598147,1.030149473,0.000350211,335.1234906,63.87644601,1.037260769,0.002782231,7206.627729,392.0786846,1.045713953,0
103,885.5586234,177.832023,1.046403821,3915.061245,1980.640824,1.037050579,0.031908108,765.2009334,1.046416428,148.2506563,400.4656192,593.6929089,1.031197724,0.000389123,325.8025577,62.22946486,1.03993357,0.003327004,7027.064217,389.3757179,1.045140565,0
104,901.9557244,195.3834301,1.04639138,4059.545928,1812.86182,1.037264421,0.034456865,842.9629508,1.044585323,132.3662379,423.1724327,560.1374291,1.036429979,0.000486404,337.1552183,51.24582554,1.036083321,0.004455461,7055.082876,375.9057614,1.04425329,0
105,1120.429197,230.6029137,1.047118239,4217.837521,1619.985117,1.039170308,0.037900606,671.2758939,1.042865749,125.5859333,397.5603704,499.2799015,1.034244693,0.000525316,279.1080965,50.50177576,1.037428371,0.005817393,6967.266739,366.2101515,1.044032306,0
106,2195.533965,263.5552208,1.047229417,4172.3181,1584.272106,1.040696428,0.038620484,590.5493843,1.040135369,324.8123555,480.283509,1560.020179,1.029437858,0.000875527,165.0867891,50.11864233,1.037612976,0.006478902,6791.176053,373.9910846,1.043066177,0
107,3381.658619,299.6643705,1.046117723,3940.667269,1639.020167,1.04173671,0.036986167,468.844241,1.040209471,387.657564,434.8597632,1685.766765,1.032788941,0.001323019,151.9729964,57.13485461,1.038611173,0.009008204,6514.089278,388.1407247,1.042655287,0
