"Id","PSCV.1","MPS.1","PSSD.1","MPFD.1","PD.1","PSCV.2","MPS.2","PSSD.2","MPFD.2","PD.2","PSCV.3","MPS.3","MPFD.3","PD.3","PSCV.4","PSSD.4","MPFD.4","PD.4","PSCV.5","MPS.5","PSSD.5","MPFD.5","PD.5","PSSD.All","SR"
81,1037.000866,1396.928715,14486.16288,1.042432638,0.04737664,622.6728846,258.2469978,1608.034031,1.042711541,0.095549525,259.8565044,66.81348555,1.040826404,0.134565581,42.42640687,43.78947758,1.025020451,0.000796246,122.0735876,43.8654351,53.54811033,1.038995792,0.001592492,6032.95288,0
82,870.0004402,605.6065264,5268.779445,1.049174531,0.074847128,770.292947,311.9712572,2403.092591,1.043121316,0.116251922,302.3724792,110.1021781,1.045572397,0.160443578,0,0,1.020505578,0.000398123,93.09150827,55.93467246,52.07043024,1.051902432,0.012341814,2757.457047,0
83,1070.545369,556.8552166,5961.387733,1.045358565,0.083207712,949.9300593,362.5910134,3444.361028,1.042021234,0.100725125,224.0153222,93.25911681,1.045603225,0.145314903,90.40980219,273.1569262,1.04015755,0.004379353,234.6363608,219.1286894,514.1555821,1.058442274,0.010351199,3477.336831,0
84,1227.984941,746.3163013,9164.651791,1.044909557,0.074847128,963.4267374,273.6050668,2635.984369,1.045035517,0.112668815,204.3764883,77.56819256,1.044896044,0.168406038,43.08080406,84.48330842,1.028315306,0.001194369,43.30127019,13.76170513,5.95899312,1.018880112,0.001194369,4441.539631,0
85,684.4126727,3773.33812,25825.20427,1.040981899,0.020304274,675.4278909,143.6502626,970.2539389,1.038186314,0.082411466,143.9416665,54.08350116,1.041970141,0.099530755,15.74591643,5.95899312,1.039993406,0.001194369,290.4430423,591.0917001,1716.784717,1.049699217,0.010351199,7992.408303,0
86,1022.501919,432.9526768,4426.949429,1.045768554,0.098734509,800.9741597,612.9340455,4909.44332,1.043969572,0.071264021,186.8483144,72.15533488,1.04428574,0.175572253,0,0,1.022757596,0.000398123,99.02706122,45.32387667,44.8829031,1.041950375,0.018313659,3170.267125,0
87,860.7964605,248.3268881,2137.589063,1.042796552,0.133371212,1141.041431,848.8296177,9685.497615,1.039766287,0.06449593,187.972051,67.60684565,1.044575482,0.166415423,98.49261573,226.1867697,1.037914096,0.001592492,101.5577262,48.16596795,48.91626183,1.049608024,0.010749322,4204.959567,0
88,1031.304548,360.1449512,3714.191261,1.04171067,0.097142017,911.9959245,1540.395967,14048.34844,1.042520654,0.037423564,114.3444083,46.13354531,1.036531545,0.111872569,88.15571796,229.7446361,1.043426238,0.004777476,116.6795623,36.593625,42.69728149,1.03374593,0.026276119,5606.019642,0
89,355.0381783,111.3274491,395.2549472,1.044980539,0.173183515,898.7615189,1919.397821,17250.80901,1.032085355,0.03423858,217.643694,95.77500005,1.052858627,0.152481117,3.142696805,7.298246263,1.037553319,0.000796246,117.7813752,53.67065,63.21402963,1.04845477,0.00398123,5293.218453,0
90,1067.292538,394.4392022,4209.820171,1.053392894,0.108687585,835.4712648,640.6838277,5352.729279,1.0525731,0.06449593,149.7770048,74.11082968,1.050675669,0.203042741,0,0,0,0,129.1195431,238.6795733,308.1819746,1.068491857,0.003184984,3156.697365,0
