"Id","MPS.1","MPFD.1","LPI.1","PSCV.2","MPS.2","MPFD.2","PSCV.3","MPFD.3","MPS.4","MPFD.4","PD.4","PSCV.5","MPS.5","MPFD.5","PD.5","PSCV.All","SR"
417,275.9037157,1.040274434,3.496726957,7008.47219,1948.353923,1.038153002,850.4624564,1.045590306,460.4727506,1.030940016,0.000953551,312.603154,75.29943032,1.039219632,0.004206487,11153.22494,0
418,351.5314159,1.040539117,3.671949505,7652.06717,1351.492618,1.039661839,814.4324967,1.046068221,343.2714982,1.032864631,0.000700075,346.6296203,67.3945819,1.037822438,0.004067679,10158.06052,0
419,396.3280141,1.040476823,3.499903762,7368.851289,1155.124408,1.039762477,784.7117386,1.046788634,296.8257434,1.031194499,0.000700075,359.956077,64.00475031,1.038255393,0.004858281,9033.330749,0
420,399.3763497,1.040392085,4.22296929,6782.954213,1108.213516,1.040353993,742.3860176,1.047458965,274.824528,1.034762914,0.000760427,320.2741445,68.91603897,1.039121204,0.006952472,8232.970082,0
421,375.2478395,1.040035707,4.888665474,8058.781929,1122.090247,1.039574115,781.1871324,1.04776732,318.228333,1.036801253,0.000935445,469.9388546,87.41011661,1.038488695,0.009807089,9825.187237,0
422,332.9228754,1.039779697,4.804947343,7932.673481,1245.72791,1.03922441,814.6582022,1.047419671,366.8981234,1.037112232,0.001200991,609.3342818,104.6224382,1.037173292,0.014140313,10311.12585,0
423,310.5696593,1.039953991,2.897058466,7576.729015,1392.157089,1.038280469,780.5996515,1.046651569,393.278951,1.036668317,0.001629486,1035.766775,126.9362119,1.037553305,0.016457804,10445.53511,0
424,343.1986937,1.039841233,3.564125037,7131.97106,1463.116416,1.037907841,728.8247554,1.046398634,385.0428675,1.036480545,0.001895031,1129.765095,139.949423,1.037240038,0.017501882,9859.28193,0
425,419.0068362,1.039702891,4.334780336,6425.31995,1434.352535,1.039130764,901.0104364,1.045796505,348.4268883,1.035574083,0.00204591,1182.236051,144.4043575,1.03697148,0.017978657,8576.630268,0
426,497.5037379,1.039776685,5.994567042,6108.723313,1397.863692,1.039273137,1047.12537,1.04547637,303.8255573,1.035188559,0.002196788,1184.019964,145.786332,1.035996529,0.017984692,7820.69056,0
427,540.8913934,1.039512037,9.106340091,5191.358329,1459.347647,1.039547332,1067.960014,1.045000794,305.2823418,1.035312284,0.002245069,1129.821726,156.9540401,1.036291744,0.018527854,6815.907294,0
428,557.6617136,1.039759834,7.935282894,4712.296091,1381.986498,1.038908525,1016.198608,1.04518395,323.4434008,1.035446894,0.002395947,1066.502811,178.5982545,1.036806374,0.017695006,5965.690584,0
429,646.3020495,1.039554638,8.559120013,4301.806414,1273.725691,1.039040205,945.6654828,1.044668487,311.4111968,1.036113161,0.002564931,1056.326629,234.7249529,1.03708517,0.017767428,5263.909151,0
430,762.222281,1.039678736,9.309157231,4006.4407,1172.977424,1.039200619,692.7381342,1.044316354,309.6119683,1.037759168,0.002359736,1541.033796,250.0920003,1.036896119,0.018232133,4855.12149,0
431,913.9784939,1.040408837,12.1793063,3944.25731,1027.627353,1.039420933,646.8418884,1.044501616,278.8441937,1.038495383,0.002202823,1825.479911,218.6829953,1.036364084,0.017308758,4821.506567,0
432,1150.448702,1.040018014,18.08971918,4353.503555,892.4169137,1.039960477,652.1657235,1.043860982,235.8886934,1.037854241,0.002033839,1962.938097,212.2461014,1.036057655,0.016566436,5368.41525,1
433,1339.464884,1.039970712,23.90165113,5004.618451,796.5194414,1.040047201,646.7808547,1.043336594,232.8058424,1.039199838,0.001888996,1978.301974,212.7762487,1.036925075,0.016252609,6221.600796,1
434,1562.256645,1.039562786,29.82676451,5505.622582,702.9292407,1.04015479,646.1745355,1.042411432,240.0246336,1.039936462,0.001985558,2023.434379,203.7304287,1.037068792,0.016409523,7167.482894,1
435,1987.457531,1.038452778,35.57235732,6334.317012,596.5145384,1.039891177,635.6090524,1.041620358,238.5957967,1.040411586,0.001858821,1985.198309,206.0639149,1.036796951,0.015673237,8133.592931,0
436,2667.192811,1.037772858,40.74431897,6598.97405,477.3834268,1.040051153,614.8570304,1.041245297,255.1691347,1.04158076,0.001653626,2023.321354,181.386276,1.037394533,0.014351543,8869.182162,0
437,3100.050585,1.037373173,42.52899768,6146.992224,385.8081605,1.040613568,567.169383,1.040742336,249.167814,1.040911509,0.001538959,1524.648975,167.913059,1.036389472,0.013120376,9096.525163,0
438,3152.260384,1.036699611,44.22491275,5230.572995,349.0029722,1.041018339,488.3676548,1.040591202,237.9692606,1.040558169,0.002148507,3226.016063,394.2591435,1.035512738,0.010905483,9197.586759,0
439,3120.233276,1.037078967,41.43044637,3616.703915,343.1327885,1.041688236,379.2860363,1.04032656,242.8230338,1.040318726,0.002395947,3460.350767,1305.855267,1.034724432,0.008461255,8464.433293,0
440,2778.824468,1.037878967,35.75853842,5009.819309,372.7101294,1.041425944,358.5946996,1.040271058,219.8518048,1.038918752,0.002908928,3412.434348,2682.66968,1.034071383,0.007652533,7812.321963,1
441,1368.707007,1.038588211,31.0786122,5122.179045,697.9001913,1.040733888,4862.405442,1.041393582,395.1424806,1.041866348,0.02660286,942.1860254,263.8326271,1.037804725,0.003844379,6431.724277,2
442,1462.825091,1.039028129,33.09824983,4558.608425,728.4952469,1.041274041,3896.55123,1.041771053,461.1203094,1.042000026,0.024750075,848.2241234,176.4715583,1.03948496,0.005304881,6384.64519,2
443,1538.327375,1.039600842,34.9139491,3771.179927,731.9463383,1.040857697,3492.12853,1.04243753,546.9456685,1.042251019,0.022758481,765.4410997,143.1851096,1.04042261,0.00550404,6309.179741,2
444,1672.593712,1.03949348,36.70323729,3441.074085,665.6963337,1.040925659,2836.442769,1.042894892,700.2364417,1.042827897,0.020537553,792.5590777,137.4063348,1.03997017,0.005419548,6347.026975,2
445,1922.291492,1.039139657,40.86776422,3199.834303,581.8686919,1.040349805,1667.050174,1.043867638,1022.5635,1.041446321,0.018105361,868.0577728,121.9318351,1.038697747,0.005310906,6780.678485,2
446,1321.483212,1.038554543,38.70836129,4042.852684,611.1425444,1.040745761,1611.023321,1.042070714,301.4602447,1.042540183,0.02336803,458.3405162,75.10993799,1.027769741,0.001720013,8198.398717,0
447,1383.346363,1.03824251,40.73055282,3880.441509,578.3034814,1.042069136,1552.485064,1.041588097,255.0853,1.042659313,0.019638318,494.5364329,71.19734993,1.026622453,0.00159931,8735.51356,2
448,1380.842231,1.0389297,37.28708405,3612.326334,574.5860711,1.042492996,1122.510369,1.04153402,248.0146267,1.042335129,0.014961091,496.8286831,70.33049861,1.027964871,0.00162345,8199.511663,2
449,1422.844006,1.039138356,40.52798484,3311.165475,589.4801163,1.042802058,644.8213065,1.041088177,343.2374221,1.041016782,0.009076838,402.0656743,103.2482568,1.033079025,0.001756223,8793.745854,1
450,1333.392575,1.039993273,39.01912748,3427.665806,660.882541,1.042880355,593.3554729,1.040809038,380.5984673,1.040874988,0.005944605,422.0356644,108.0596052,1.033045155,0.001786399,8463.591963,1
451,1313.279586,1.040254173,39.9440135,3478.00624,698.8832835,1.042340906,531.687449,1.040592313,465.021993,1.040733076,0.003862484,428.2015653,108.6027896,1.035279584,0.001629486,8521.143644,2
452,1178.706164,1.041126709,21.57056211,3700.983971,777.4060396,1.042529021,638.4147216,1.040588129,392.086554,1.041487875,0.003572798,410.6601537,95.58288107,1.036411812,0.002383877,6218.582462,3
453,1072.373669,1.041721461,17.39811024,5163.957437,921.9750672,1.042348328,651.6402685,1.040655492,402.1426166,1.041109,0.003699536,406.6166401,87.83285912,1.039774637,0.003053777,6726.548996,3
454,961.3043963,1.04171694,29.06022037,6206.920766,1122.557589,1.042297075,669.8588339,1.04060715,400.8441192,1.040192383,0.0039168,325.9842956,74.4934205,1.038950191,0.003802133,8443.241805,2
455,780.2716933,1.042079539,18.66322575,6540.252099,1506.202668,1.042035451,659.9520393,1.0410356,429.3176678,1.037423266,0.00366936,305.2885738,68.63079144,1.037210235,0.004906562,8798.391773,2
456,682.2358423,1.041808083,15.73296657,6265.497174,2111.911118,1.039534038,654.5698573,1.040771973,512.777565,1.031208348,0.002426123,292.777781,66.51856038,1.03700183,0.005685094,9511.118765,2
457,581.4182136,1.041655999,12.42155318,5625.690996,3104.743743,1.037503617,662.4669649,1.041057327,418.721621,1.025964589,0.00162345,286.227627,68.94400357,1.036812468,0.005823902,10008.14408,0
458,441.0888918,1.041121036,8.647198464,5103.242375,4211.619566,1.036052199,654.0439457,1.042020817,471.5393015,1.026718535,0.001653626,262.5948366,61.44898073,1.036792162,0.007417177,10583.95017,0
459,390.3069397,1.040744405,5.477246296,4884.583017,4928.241516,1.034974399,607.7091931,1.042557946,402.0118186,1.027970193,0.001563099,253.0705959,62.91137268,1.037241926,0.00823192,10908.6581,0
460,315.2552415,1.040389251,2.31190361,4383.856565,6600.037404,1.032653634,666.0299594,1.042519728,392.8022981,1.027854714,0.00136394,262.9705189,66.00854795,1.037811406,0.007845671,11329.45267,0
461,259.8644311,1.040134991,1.259945421,3976.997074,8385.350549,1.0316935,707.904046,1.041817037,402.4356168,1.029565938,0.001321694,256.3450955,66.77404279,1.037832207,0.007531844,11617.49293,0
462,262.7189018,1.040378305,1.245805529,4513.936224,6234.895278,1.033032661,680.6161403,1.042792974,392.5891041,1.029121404,0.001309624,260.528992,71.15611064,1.037586136,0.00666882,11640.81007,0
463,250.2541016,1.040545088,1.245805529,5086.307624,4721.349887,1.033851056,691.0723329,1.043743855,373.7890832,1.028318437,0.001176851,260.8751623,73.09984965,1.037698312,0.005636813,11784.87301,0
464,242.3658213,1.040600635,1.259945421,5775.697879,3422.678083,1.034453124,704.3298396,1.044692371,429.0380775,1.030696943,0.001104429,263.3641108,71.85762382,1.038135953,0.005093651,11810.40133,0
465,260.1874309,1.040979699,1.331516949,6653.618209,2331.319928,1.036274752,726.2339716,1.045316485,463.6540953,1.031008789,0.001007867,313.9111115,76.17536849,1.038887066,0.004315119,11557.49746,0
466,296.6676716,1.041265658,2.528922933,7516.158894,1541.935758,1.038397157,770.9195534,1.045801399,340.520932,1.031182973,0.000766462,326.9365876,74.77483451,1.038437076,0.004290979,10814.35109,0
467,337.2469332,1.041362382,3.484954095,7683.662665,1252.575629,1.039223278,797.4245624,1.046403047,295.0779899,1.030703755,0.000675935,336.6785589,77.61705424,1.039810447,0.004803965,10002.04024,0
468,332.6234071,1.04136255,3.927277348,7339.445744,1214.745293,1.039392977,788.4313584,1.047129879,288.6966402,1.033587897,0.000832848,325.5713438,81.94414071,1.040330602,0.006765383,9494.635149,0
469,281.4161325,1.040586189,3.135817096,7913.925636,1341.96684,1.038629608,783.7764992,1.047424732,307.8457222,1.035598544,0.001146675,529.8494803,97.21268503,1.037295132,0.011315872,10947.34741,0
470,267.0293233,1.040472187,2.73335962,7784.522491,1433.852282,1.038386667,727.7903901,1.047419823,331.5976294,1.036913525,0.001466537,821.4261228,128.3463488,1.036928725,0.014743827,11152.71322,0
471,272.8291473,1.040523844,3.398619772,7508.844388,1566.929788,1.038307299,710.1175621,1.046866141,361.2762269,1.035390678,0.001979523,1243.288619,146.3460352,1.036715629,0.016312961,11174.58821,0
472,311.8449705,1.040241638,3.900803981,7397.643267,1594.88094,1.038414838,652.0786013,1.046282239,341.0419557,1.034530934,0.002408018,1260.855613,156.3361838,1.036321079,0.017574303,10893.24197,0
473,376.6076178,1.039929568,4.405853542,7010.879488,1588.393192,1.039101766,614.476752,1.045792519,290.85492,1.032413832,0.002914969,1323.818753,159.1409348,1.036624873,0.017857954,9965.663557,0
474,430.7898644,1.039726675,7.907563721,6785.687989,1605.165286,1.039576073,707.4163748,1.045615009,287.134908,1.0324842,0.003246901,1246.031594,171.5648615,1.036501449,0.018286449,9431.818158,0
475,444.8514511,1.039739643,9.427321886,4974.586949,1730.605772,1.039085995,722.6685372,1.044806036,318.6961774,1.033750126,0.003500376,1137.778956,185.9704554,1.036710216,0.020272007,7206.488276,0
476,464.1243741,1.039398975,9.170685947,4197.555966,1755.803912,1.038857096,742.6696859,1.044397272,311.0614508,1.033982236,0.003983187,1257.550697,200.009884,1.03723779,0.021291944,6131.831919,0
477,501.5037908,1.039298409,8.19571854,3755.840422,1681.708765,1.038592709,675.0379205,1.044297858,309.0547713,1.034477236,0.003735746,1873.699032,257.5185935,1.037171106,0.020869485,5339.554847,0
478,599.6353813,1.039826121,8.155665892,3584.86704,1538.605832,1.038355706,640.5400523,1.044211044,324.7557775,1.034786608,0.003246901,1972.054981,271.669833,1.036519221,0.020622045,4879.198511,0
479,754.0715137,1.040238101,9.037011014,3762.094869,1260.28698,1.03851909,656.7982377,1.044177148,290.7198015,1.036380027,0.002745985,1673.274779,257.6004528,1.036943791,0.01948744,4661.579635,0
480,967.3939091,1.039569282,11.85178402,4091.199325,1066.702691,1.039139958,658.7526843,1.043783033,235.1777109,1.036583688,0.002112296,1821.20571,246.0817606,1.03666015,0.017628619,5030.491881,1
481,1161.907034,1.039965056,16.51551931,4769.519585,901.9100473,1.039287526,646.4808128,1.043160324,236.9006621,1.037973211,0.002166612,2029.938628,226.3625402,1.036981061,0.015890502,5727.463857,1
482,1365.872227,1.039373188,21.52745724,4274.296174,786.3352233,1.039638178,650.6314772,1.042283779,243.4940723,1.039089225,0.001979523,1936.048299,233.4574977,1.037418001,0.016602647,6020.343094,1
483,1701.02778,1.038283848,26.58823075,5860.702226,697.4307603,1.039515788,666.268976,1.041332353,239.9697332,1.039092802,0.001955383,1941.005205,233.6105846,1.037344939,0.016566436,7275.554474,1
484,2178.204875,1.037971789,29.21930974,6271.463073,557.0243022,1.039741174,613.6175881,1.041259828,250.2575014,1.040148479,0.001858821,1948.835062,230.8423029,1.037438461,0.015118005,7545.208052,1
485,2635.791119,1.037586746,34.8121045,4946.040314,431.3242577,1.040222728,549.5392021,1.041139518,242.4504267,1.039087782,0.001563099,1642.705591,171.9838673,1.035960311,0.013307465,8166.731276,1
486,2823.914434,1.037937554,37.28110418,5085.46201,389.8864047,1.040942342,487.7424101,1.041057813,294.5512501,1.040063315,0.002208858,1056.312002,149.4512212,1.034420354,0.011116712,8579.280602,1
487,2623.252262,1.0383365,35.0497419,4774.456892,406.5782468,1.04102311,402.2513526,1.04079912,277.251683,1.039821188,0.002758055,2968.786586,746.7998544,1.034142709,0.0089501,7852.858565,1
488,2329.910877,1.038723991,30.74791312,5227.634569,457.8020216,1.041022038,379.3670268,1.040946993,254.4013706,1.038010295,0.003602974,3221.635578,1980.491276,1.034336587,0.007875847,7112.971093,1
489,618.4284995,1.041785695,8.91672849,3389.849255,265.6725014,1.042427475,7024.059626,1.040747308,357.0305977,1.041363152,0.061962696,494.759316,600.9017268,1.035845684,0.001593275,6055.413725,0
490,710.9791903,1.039589252,9.480953814,2139.019311,273.1561013,1.042621688,8829.182812,1.040255436,324.3043467,1.041315717,0.062638631,481.6143632,575.3479194,1.034425368,0.001720013,7434.06858,1
491,991.8781327,1.036555241,10.5963235,2143.004776,287.820245,1.042497461,9220.799746,1.039976119,308.8697158,1.040860883,0.060616862,448.8821046,364.7853925,1.032939245,0.001864856,7816.91376,1
492,1316.35741,1.034958666,11.44390729,2375.478298,315.4386433,1.04221575,9142.252772,1.03987057,296.8034369,1.04096648,0.058160564,521.7329395,371.800613,1.033539498,0.002124366,7708.645036,1
493,1523.917977,1.033467522,12.53541981,3177.671238,356.8427516,1.041746498,9169.674812,1.039642637,278.2186886,1.041349742,0.054249798,732.1522874,443.4107628,1.032052377,0.002311455,7595.52435,1
494,1489.824828,1.032667362,13.34488195,4116.329411,431.9344022,1.041374157,9090.294953,1.040074939,277.5972799,1.041475815,0.048456072,909.645057,702.3914895,1.033203055,0.00251665,7198.574955,1
495,1322.44967,1.03388379,14.0953552,4972.268844,515.4450002,1.041238536,8755.294836,1.040647088,266.1267948,1.041474942,0.045239347,1086.57581,895.5655626,1.034550269,0.002480439,6843.937567,1
496,971.0768912,1.036408305,13.76079413,5559.653442,603.404373,1.040972247,7741.402006,1.040846563,227.5892651,1.04096629,0.043030489,1202.712803,824.4121479,1.032701172,0.002558896,6474.454052,1
497,792.0147587,1.03826645,14.20834976,5733.071595,634.8091355,1.040318093,7074.268358,1.040944679,226.9432497,1.04036799,0.040900087,1300.962319,753.8741274,1.03190396,0.00251665,6268.276966,1
498,844.3810588,1.038388884,15.93030216,5951.216768,628.6105663,1.04030752,5278.113406,1.041615805,247.3322144,1.041018934,0.040157766,1256.842503,803.2658135,1.031414118,0.002534755,5619.664734,1
499,973.6863951,1.038696847,18.41313029,6115.647095,638.555648,1.040598367,4802.48341,1.04184332,320.3040847,1.040842849,0.036530652,1377.345225,633.8260034,1.029954007,0.003005496,5546.5305,2
500,1141.354647,1.038639843,25.29676645,6206.689144,632.6280443,1.040840091,4456.308932,1.041773269,372.3214299,1.041240129,0.034551129,969.5209697,343.6235217,1.031316437,0.003319322,6107.770001,2
501,1257.495189,1.038848058,29.45950104,5822.703803,644.1845488,1.041199935,3614.579928,1.042154183,450.3908855,1.040915461,0.031183525,1093.740381,148.7247133,1.033703286,0.003802133,6291.870023,2
502,1344.674456,1.038883645,32.35954944,5057.914498,622.8619302,1.040598022,3158.658688,1.042243137,520.0970987,1.041164895,0.030441204,797.6337261,114.6638289,1.036667243,0.004465997,6294.704878,2
503,1372.045056,1.039675586,33.49161293,3366.589177,611.90977,1.040680322,2624.594726,1.04292932,687.4198655,1.041378166,0.026898582,868.5281262,122.344589,1.038285391,0.004659122,5961.082353,1
504,1408.623355,1.040395879,33.16054011,2746.945666,553.530017,1.04117212,1858.94992,1.043289045,917.8062085,1.040580273,0.024200878,994.7813545,101.4370846,1.035972835,0.005051405,5825.721545,1
505,1545.429001,1.04056038,36.92816748,2258.46089,478.9927127,1.04135535,1319.045673,1.044134365,982.3926577,1.041683268,0.025033726,963.5812815,107.1805163,1.036915754,0.004803965,6406.88798,1
506,1685.450076,1.040775175,37.46523424,2244.501839,467.4204724,1.04143869,1367.560735,1.044452771,918.3584353,1.042658508,0.028051292,989.5941426,105.2312915,1.036223433,0.004628946,6498.740472,1
507,1513.099479,1.040803278,36.7582396,2557.522076,526.4402152,1.040691668,1692.756375,1.044355739,750.248234,1.043195581,0.031678406,988.7059688,110.7922314,1.035376861,0.003953011,6519.500245,1
508,1298.828554,1.04040416,34.08081665,3402.58123,601.4079225,1.039460992,1688.243419,1.044084381,601.9615859,1.043477282,0.033621718,771.6337555,110.3677786,1.036410194,0.003029636,6352.825763,1
509,1202.504149,1.039969709,34.66023832,4358.926269,665.7326085,1.039376041,1692.025589,1.044004861,509.6214192,1.043470366,0.033869095,356.529796,90.27917602,1.036592519,0.002432154,6824.652412,1
510,950.0586096,1.039104376,30.8908693,4420.924362,772.111727,1.040452345,1751.350235,1.04281543,369.4176223,1.042604651,0.029457477,250.9815445,57.9667395,1.027035976,0.001635521,6978.850803,0
511,1033.35044,1.038453277,31.37087817,4385.010624,762.2103112,1.040563541,1761.554699,1.042030172,304.9781064,1.042858447,0.025021656,262.8201453,59.82688181,1.025413799,0.00136394,7196.573395,1
512,1106.635833,1.038653679,32.8171961,4343.928212,702.2132344,1.041858072,1413.214725,1.041548609,253.6178784,1.042466864,0.020066813,508.2868059,72.55379982,1.025199985,0.001430326,7580.622844,2
513,1148.947125,1.039017209,31.16407446,3973.6028,680.4717845,1.042289899,1041.736522,1.041498121,246.1120701,1.042148331,0.015624956,526.9407477,71.33958815,1.025450453,0.001369975,7245.090429,2
514,1371.708595,1.038558071,38.78622413,3705.0361,636.1106339,1.0424708,674.3519997,1.041131244,364.7081374,1.041092007,0.009046662,516.029367,72.84003838,1.026399228,0.001369975,8488.438442,1
515,1362.139526,1.039346233,39.68233205,3672.675928,662.5139116,1.042803691,652.0598715,1.040595087,365.5918992,1.043102585,0.00735079,437.4831324,95.64385065,1.031397322,0.001357905,8588.898692,1
516,1342.241538,1.039845437,35.48297077,3545.72393,688.4508724,1.042731145,670.0583734,1.040358314,356.360583,1.043072369,0.006083413,422.5157036,93.30601881,1.034978955,0.001502748,7677.710332,1
517,1245.966953,1.039986408,38.86632943,3228.508491,736.0670993,1.043143002,691.0266797,1.040461479,307.6530822,1.043772664,0.005679059,416.1309531,76.63160551,1.035870919,0.002401982,8156.42709,3
518,1120.647207,1.040192694,19.05054669,5030.919616,876.6362145,1.042743536,754.6011805,1.040187822,345.2451764,1.04424525,0.005835972,399.1897129,80.37643669,1.038550374,0.002981355,6617.265722,3
519,1052.50035,1.040228339,32.11213246,6197.61073,1042.341544,1.042697574,789.9686835,1.040207386,351.2719649,1.043641929,0.006077378,303.3523198,63.53217682,1.037543936,0.004037503,8519.091508,2
520,811.1694562,1.040907965,24.30454464,6463.347687,1441.857649,1.041827414,797.65834,1.040465178,362.0542717,1.042078923,0.005848043,294.1042291,60.33223164,1.035924999,0.005075546,8858.322414,2
521,697.4494277,1.041114876,19.96353527,6261.395152,1972.500684,1.04016287,750.7155522,1.040285078,385.480961,1.040664834,0.004472033,287.0825425,64.08386813,1.036321286,0.005691129,9334.59212,1
522,624.2601361,1.041082686,16.16806415,5832.343761,2717.909947,1.037874325,673.0396268,1.040920984,407.4590346,1.030893949,0.002287315,257.9330852,60.52242854,1.036669712,0.007712898,9850.79364,0
523,463.7805909,1.040592277,10.83458381,5365.425468,3664.133106,1.036264699,776.2979391,1.041770318,457.7359745,1.027781317,0.001955383,249.0861124,61.63151013,1.03778598,0.008412973,10458.5806,0
524,358.6724384,1.040393513,5.694826232,5018.923739,4621.668421,1.034338478,866.9066934,1.041959502,465.8592032,1.028380125,0.001955383,255.6775763,64.43000242,1.038095719,0.00938463,10975.09457,0
525,298.4960906,1.040150358,2.104103247,4694.128355,5670.623959,1.033051967,1249.084415,1.040839386,430.5394325,1.028266821,0.001665696,263.0580777,66.08103941,1.038269982,0.009523438,11380.47833,0
526,269.6366364,1.040108827,1.259945421,4401.860669,6679.281502,1.032983587,1472.420959,1.040626772,409.4759489,1.029660398,0.001273413,261.4475227,64.35454931,1.037269669,0.008829398,11536.17981,0
527,258.9231885,1.040674006,1.245805529,4671.387556,5834.927554,1.033033854,1343.186095,1.041825357,409.8348897,1.029639181,0.001321694,256.8469209,66.90290031,1.037492418,0.008062936,11727.59928,0
528,241.5761734,1.040680676,1.245805529,5166.576614,4583.386381,1.033695422,1096.22244,1.043279179,394.853748,1.028677539,0.001200991,257.814427,67.92125781,1.037612778,0.00688005,11896.90611,0
529,256.5198788,1.040620362,1.251037912,5819.63325,3399.498412,1.034282939,692.2805443,1.044137702,441.669556,1.029965548,0.001074253,267.0033696,66.69681572,1.036711909,0.006125659,11897.965,0
530,271.9223858,1.041280867,1.728742042,6495.275856,2505.86035,1.036218872,691.1537963,1.044775467,450.797032,1.030284358,0.001025972,284.4992456,68.95156306,1.038968938,0.00551611,11743.6775,0
531,287.7558682,1.041552053,2.720465533,7131.731148,1894.166229,1.037450691,669.949474,1.045240559,350.2733215,1.030429635,0.000766462,323.5493613,74.81167055,1.037670125,0.004423751,11494.02046,0
532,302.094698,1.041382248,3.291605077,7479.304229,1557.333531,1.038065,644.7412084,1.045844551,308.1155538,1.031747719,0.000736286,317.3493415,85.38405021,1.040611892,0.00526867,11104.5673,0
533,294.2287618,1.041241498,3.915442196,7507.336032,1411.793725,1.03835071,658.8168535,1.046627817,322.5847094,1.033559274,0.001044078,438.119602,101.2672938,1.041372636,0.007972409,10724.04092,0
534,277.4237185,1.041132555,3.887411571,7827.786756,1375.068412,1.038192874,679.6183967,1.047149915,317.0242347,1.035257616,0.001315659,758.7981234,116.4946019,1.038541982,0.011508996,11094.11211,0
535,261.4201805,1.040822536,3.888470506,7719.114046,1464.082379,1.038112526,673.1543662,1.04736214,302.6818991,1.034524807,0.001647591,868.2618186,146.3502202,1.03789281,0.014460175,11303.50106,0
536,249.9377641,1.040545305,3.963031967,7498.104172,1592.266779,1.038499188,693.797616,1.047062301,330.647669,1.033800227,0.002377842,1211.779679,163.2558398,1.036956038,0.016228469,11361.28843,0
537,284.7286712,1.040487557,3.963031967,7079.046604,1630.557789,1.03868347,722.024303,1.046588912,293.2894597,1.032677003,0.003017566,1249.787623,164.3429567,1.036774627,0.017495847,10630.59,0
538,352.1975461,1.03978573,4.133209002,6860.483341,1720.272818,1.039207129,688.9817908,1.04530002,286.6500625,1.032446823,0.003584868,1267.464433,178.2535617,1.036660163,0.018407151,10191.08813,0
539,373.2694028,1.039210786,7.963936422,6654.964746,1879.64705,1.039508598,722.9716697,1.044744086,309.4306616,1.032119794,0.003898695,1068.905759,184.9579396,1.036433213,0.020006461,10098.27223,0
540,398.6383386,1.039259402,9.442956745,5541.360634,1982.579619,1.039501468,748.7456969,1.044272032,299.3944575,1.032536817,0.004025433,1122.969194,197.4727246,1.036725018,0.021985985,8500.043836,0
541,406.7601991,1.039445817,9.404461354,3788.650495,2166.400839,1.039003248,780.2213228,1.043294699,303.054353,1.033638503,0.004266838,1270.022741,200.6455533,1.036924341,0.023180941,6166.547474,0
542,436.6119379,1.039683747,8.493964384,3513.540845,2111.700673,1.038765131,644.400128,1.043248044,299.7263003,1.034024984,0.004109925,1872.866035,262.8686743,1.036824908,0.022305847,5659.488803,0
543,501.9716531,1.039868109,7.224986872,3604.535947,1826.127718,1.038324073,682.345341,1.043146839,303.3998709,1.034599479,0.003814203,1992.680878,268.7102308,1.03713586,0.021985985,5373.920167,0
544,637.4905103,1.039924306,8.438027715,3875.072006,1481.05223,1.038486025,668.2543896,1.043002419,283.1612386,1.034782896,0.003373639,1972.252201,252.8034674,1.037287145,0.02111089,5231.080905,0
545,831.7338418,1.039776709,9.227993001,4031.924847,1152.286744,1.039239004,669.1200213,1.042980344,290.782635,1.036347262,0.002649423,1922.81339,260.5953628,1.036690827,0.019318456,4963.136105,1
546,976.95954,1.039627204,13.51848495,4669.882787,1030.220724,1.039052449,665.3629033,1.042548247,242.8174435,1.036864351,0.002329561,1240.994395,228.9558233,1.037963435,0.017357039,5540.867082,1
547,1154.218576,1.039852658,17.01290717,4388.625003,885.6525585,1.039169145,656.9772231,1.04203441,239.8163088,1.037516235,0.002232999,1812.436555,257.6319216,1.037487329,0.016349172,5521.181621,1
548,1378.075754,1.038916772,19.26874953,5553.644711,816.9287674,1.03946639,687.0574482,1.041070343,228.5600009,1.038003566,0.00204591,1909.193435,266.0878897,1.037260608,0.015920677,6597.142083,1
549,1591.371914,1.038988731,20.79479901,5877.723475,748.3076315,1.039131052,586.1002191,1.041282197,241.1050739,1.038240361,0.002112296,1970.50639,249.934527,1.036644402,0.015769799,7047.475116,1
550,1918.84839,1.039230037,26.04954444,6474.281962,649.3633303,1.039706272,487.8846479,1.041229861,283.9729895,1.037146231,0.002033839,1449.417505,236.0111881,1.03509145,0.014146349,7620.39908,1
551,2324.953877,1.039118828,30.08651496,3996.655207,551.1487896,1.040189067,472.0704958,1.041081128,290.2545002,1.037353028,0.002226964,1229.007494,148.0155422,1.034139656,0.011563312,7323.713487,1
552,2270.533455,1.038922753,28.88474866,3857.103518,553.0699372,1.040415472,400.3720192,1.040788904,284.7482045,1.038461026,0.003138268,1976.876719,424.5706688,1.034085482,0.009221681,6958.464343,1
553,2042.039237,1.039320705,25.80100624,3982.903019,581.5857501,1.040677957,396.2722614,1.040676323,252.5263308,1.037502287,0.004333225,2706.968154,1545.280124,1.034692455,0.008364692,6159.605774,1
554,1924.0587,1.0422,21.649,4091.3221,677.9264,1.0421,317.554,1.0418,246.0165,1.0302,0.0048,3390.3609,3281.465,1.0353,0.0076,6046.4008,1
555,544.0723283,1.041942238,5.899948112,3387.736139,218.6546747,1.042778693,8505.026691,1.041697651,436.1543079,1.041455339,0.065179422,642.2640829,1106.860394,1.036647572,0.001931242,6821.149832,0
